g1.gid,g2.gid,ged,hungarian,vj,beam5,beam10,cut
11002,10409,14,73,99,27,15,14
11002,20307,88,110,112,100,88,9999999
11002,20309,94,106,118,100,94,9999999
11002,20206,91,105,111,97,91,9999999
11002,10906,19,70,108,22,22,19
11002,10309,7,89,105,7,7,13
11002,21004,88,112,120,106,88,9999999
11002,10603,16,96,112,94,100,16
11002,21002,82,108,114,104,82,9999999
11002,20208,84,104,114,104,84,9999999
11002,10202,12,103,105,45,45,12
11002,20601,81,111,111,101,81,9999999
11002,10905,19,86,104,54,38,19
11002,20109,83,109,109,87,83,9999999
11002,11004,20,93,107,33,31,20
11002,10604,16,92,108,18,16,16
11002,20705,88,106,102,96,88,9999999
11002,20404,87,103,107,99,87,9999999
11000,11002,12,76,106,12,12,20
11000,11000,0,0,114,0,0,0
11000,11001,20,99,103,35,41,20
11000,10509,15,83,115,51,45,15
11000,2,92,112,108,102,92,9999999
11000,10100,11,69,109,11,11,11
11000,21006,88,116,118,116,88,9999999
11000,20806,90,116,112,102,90,9999999
11000,20501,95,113,115,99,95,9999999
11000,20908,95,121,117,113,95,9999999
11000,10304,13,102,112,20,20,13
11000,10707,17,105,101,27,25,17
11000,20608,94,124,116,108,94,9999999
11000,10300,11,87,99,11,11,13
11000,20506,100,114,116,104,100,9999999
11000,10209,12,100,100,28,26,12
11000,10104,11,74,112,50,46,11
11000,20707,78,110,122,80,78,9999999
11000,10108,11,98,114,92,88,11
11000,20700,92,110,114,96,92,9999999
11000,20600,92,116,106,98,92,9999999
11000,21000,93,119,115,109,93,9999999
11000,20709,98,108,120,98,102,9999999
11000,20505,99,117,119,101,99,9999999
11000,20108,90,112,116,102,90,9999999
11000,10601,16,104,110,94,92,16
11000,10404,14,109,115,21,17,14
11000,20303,94,120,114,102,94,9999999
11000,20502,92,118,116,106,92,9999999
11000,20702,100,114,112,106,100,9999999
11000,20107,92,112,112,102,92,9999999
11000,20602,89,117,115,105,89,9999999
11000,20807,100,112,118,108,100,9999999
11000,20203,90,112,116,104,90,9999999
11000,20900,104,118,112,110,104,9999999
11000,1,10,104,94,10,10,10
11000,20607,100,114,118,100,108,9999999
11000,20500,93,115,115,115,93,9999999
11000,10607,16,92,106,40,40,16
11000,10809,18,105,109,63,67,18
11000,10508,15,107,97,23,23,15
11000,20100,89,113,111,107,89,9999999
11000,21005,85,107,119,91,85,9999999
11000,10803,18,102,114,94,94,18
11000,10101,11,100,100,22,20,11
11000,20903,93,123,121,93,101,9999999
11000,20804,90,112,112,110,90,9999999
11000,20302,92,112,112,106,92,9999999
11000,10200,12,91,111,25,25,12
11000,10706,17,97,111,37,33,17
11000,20809,99,119,115,103,99,9999999
11000,20706,92,124,120,92,92,9999999
11000,10701,17,117,109,61,65,17
11000,10306,13,85,107,15,15,13
11000,10102,11,95,103,11,11,11
11000,10205,12,80,120,60,48,12
11000,20508,96,118,112,104,96,9999999
11000,21001,88,116,112,92,88,9999999
11000,10808,18,114,112,104,98,18
11000,20909,86,110,108,94,86,9999999
11000,20603,93,107,119,93,93,9999999
11000,20301,89,117,109,105,89,9999999
11000,20907,78,122,116,80,78,9999999
11000,10602,16,95,109,19,17,16
11000,20300,100,116,114,102,100,9999999
11000,10608,16,105,109,17,17,16
11000,10609,13,85,105,15,13,16
11000,10401,14,97,111,35,33,14
11000,10500,15,98,112,56,52,15
11000,10208,12,96,116,26,26,12
11000,11007,20,113,119,45,45,20
11000,10303,11,85,117,11,11,13
11000,20805,88,118,112,104,88,9999999
11000,10606,16,108,110,98,96,16
11000,10501,15,88,106,86,86,15
11000,10903,19,94,114,36,36,19
11000,10405,14,111,101,17,17,14
11000,20906,91,107,113,109,91,9999999
11000,11003,16,108,104,18,16,20
11000,20403,93,113,109,107,93,9999999
11000,20509,89,113,113,105,89,9999999
11000,21007,91,119,115,109,91,9999999
11000,10805,18,93,113,43,19,18
11000,20503,101,117,103,107,101,9999999
11000,11005,16,90,104,16,16,20
11000,10907,19,100,108,30,28,19
11000,20308,96,110,114,104,96,9999999
11000,10800,18,105,123,47,51,18
11000,20409,86,116,110,108,86,9999999
11000,10502,15,88,100,16,16,15
11000,20407,95,119,111,101,95,9999999
11000,20106,92,110,112,104,92,9999999
11000,10406,14,106,108,50,50,14
11000,10705,17,98,110,30,28,17
11000,11008,20,114,118,38,36,20
11000,20609,101,119,121,107,101,9999999
11000,20207,87,111,113,105,87,9999999
11000,10503,15,106,110,16,16,15
11000,20401,93,113,119,113,93,9999999
11000,20901,98,114,120,104,98,9999999
11000,10308,11,93,109,11,11,13
11000,20103,90,118,110,100,90,9999999
11000,10506,15,103,111,25,25,15
11000,10806,12,104,124,12,12,18
11000,10403,14,83,113,53,49,14
11000,20402,88,118,116,114,88,9999999
11000,10703,17,103,111,67,57,17
11000,10908,19,107,115,49,47,19
11000,10204,12,103,113,73,79,12
11000,20504,91,115,111,105,91,9999999
11000,20803,97,105,119,105,97,9999999
11000,10704,16,92,114,16,16,17
11000,20801,88,118,114,112,88,9999999
11000,21008,102,116,114,104,102,9999999
11000,10307,13,108,94,16,16,13
11000,20605,108,114,114,118,108,9999999
11000,21003,104,124,116,112,104,9999999
11000,20102,90,116,114,108,90,9999999
11000,10109,11,84,102,20,20,11
11000,10301,13,98,118,16,16,13
11000,10804,18,95,115,19,19,18
11000,10402,14,111,125,21,21,14
11000,10106,11,108,92,24,20,11
11000,20802,103,115,123,109,103,9999999
11000,20209,91,115,117,103,91,9999999
11000,20708,94,120,114,104,94,9999999
11000,20408,84,116,112,84,86,9999999
11000,10505,15,111,115,27,31,15
11000,20800,102,122,118,108,102,9999999
11000,20904,101,115,107,105,101,9999999
11000,10507,11,95,115,11,11,15
11000,10105,11,79,105,17,31,11
11000,20902,87,115,113,111,87,9999999
11000,10302,13,102,114,24,24,13
11000,10107,11,101,103,17,29,11
11000,20105,88,114,112,102,88,9999999
11000,10504,15,101,115,15,15,15
11000,20306,91,117,111,107,91,9999999
11000,10900,19,111,113,59,67,19
11000,10709,17,114,114,98,96,17
11000,20205,94,114,114,108,94,9999999
11000,10901,19,99,117,73,61,19
11000,10902,19,94,110,32,22,19
11000,10702,17,97,115,63,55,17
11000,10904,19,108,116,32,26,19
11000,10807,18,104,114,26,26,18
11000,20101,88,110,118,104,88,9999999
11000,10408,11,103,101,11,19,14
11000,20104,91,115,115,103,91,9999999
11000,10605,16,108,112,42,30,16
11000,20202,92,114,110,104,92,9999999
11000,10201,12,107,95,23,21,12
11000,20507,98,112,120,104,98,9999999
11000,10206,12,94,112,28,28,12
11000,20305,93,115,113,107,93,9999999
11000,20201,91,115,111,107,91,9999999
11000,20405,91,113,113,101,91,9999999
11000,20406,87,115,113,101,87,9999999
11000,10801,18,96,108,28,24,18
11000,10708,17,80,110,26,26,17
11000,10909,19,105,115,67,61,19
11000,10400,14,106,116,32,32,14
11000,20604,90,114,112,100,90,9999999
11000,20701,99,115,117,113,99,9999999
11000,10203,12,87,115,47,41,12
11000,20200,89,113,113,107,89,9999999
11000,20400,88,116,116,112,88,9999999
11000,20703,96,114,118,110,96,9999999
11000,11006,20,107,115,35,35,20
11000,10207,10,102,94,10,10,12
11000,10103,11,80,116,58,48,11
11000,20905,96,120,122,104,96,9999999
11000,20204,95,113,111,107,95,9999999
11000,10802,17,105,105,23,17,18
11000,10600,16,105,111,71,65,16
11000,10305,13,99,113,31,31,13
11000,10407,14,93,111,19,19,14
11000,20606,89,119,113,103,89,9999999
11000,20704,86,116,116,98,86,9999999
11000,10700,17,94,120,18,18,17
11000,20808,90,122,122,108,90,9999999
11000,20304,93,111,107,105,93,9999999
11000,10409,14,87,117,17,17,14
11000,20307,88,110,118,104,88,9999999
11000,20309,100,112,120,100,106,9999999
11000,20206,101,119,113,103,101,9999999
11000,10906,19,104,108,28,28,19
11000,10309,11,103,99,11,11,13
11000,21004,98,120,116,112,98,9999999
11000,10603,16,94,114,98,108,16
11000,21002,94,120,114,110,94,9999999
11000,20208,90,112,118,102,90,9999999
11000,10202,12,91,115,57,57,12
11000,20601,91,111,119,107,91,9999999
11000,10905,19,106,104,46,46,19
11000,20109,91,117,113,91,97,9999999
11000,11004,20,109,109,37,29,20
11000,10604,16,92,114,20,20,16
11000,20705,92,120,114,102,92,9999999
11000,20404,91,109,119,105,91,9999999
11001,11002,13,103,111,13,13,20
11001,11000,13,99,103,15,13,20
11001,11001,0,0,116,0,0,0
11001,10509,15,88,102,70,60,15
11001,2,89,111,111,99,89,9999999
11001,10100,8,84,110,8,8,11
11001,21006,87,107,113,113,87,9999999
11001,20806,85,107,111,99,85,9999999
11001,20501,94,112,110,94,94,9999999
11001,20908,102,110,118,102,102,9999999
11001,10304,13,101,109,27,25,13
11001,10707,17,108,102,100,100,17
11001,20608,87,113,113,105,87,9999999
11001,10300,8,80,106,8,8,13
11001,20506,93,113,107,95,93,9999999
11001,10209,12,91,103,25,23,12
11001,10104,11,97,97,65,61,11
11001,20707,77,111,113,77,77,9999999
11001,10108,11,93,109,93,89,11
11001,20700,89,113,111,99,89,9999999
11001,20600,93,107,113,93,93,9999999
11001,21000,92,114,114,104,92,9999999
11001,20709,91,115,113,95,91,9999999
11001,20505,88,114,112,96,88,9999999
11001,20108,89,111,113,99,89,9999999
11001,10601,16,105,105,89,89,16
11001,10404,14,108,108,18,18,14
11001,20303,85,113,111,99,85,9999999
11001,20502,91,117,111,103,91,9999999
11001,20702,89,113,113,107,89,9999999
11001,20107,87,113,113,99,87,9999999
11001,20602,92,112,116,100,92,9999999
11001,20807,89,109,115,105,89,9999999
11001,20203,97,113,113,99,97,9999999
11001,20900,89,117,115,109,89,9999999
11001,1,7,75,101,7,7,10
11001,20607,93,117,119,97,93,9999999
11001,20500,90,112,112,112,90,9999999
11001,10607,16,103,107,39,39,16
11001,10809,18,106,102,102,102,18
11001,10508,15,84,104,20,20,15
11001,20100,92,114,112,104,92,9999999
11001,21005,88,110,110,92,88,9999999
11001,10803,18,107,111,89,91,18
11001,10101,11,91,99,19,19,11
11001,20903,98,118,116,98,100,9999999
11001,20804,87,111,113,107,87,9999999
11001,20302,91,115,113,103,91,9999999
11001,10200,12,84,114,24,24,12
11001,10706,17,106,112,34,34,17
11001,20809,86,120,114,100,86,9999999
11001,20706,93,119,107,93,99,9999999
11001,10701,17,112,110,92,92,17
11001,10306,12,102,106,12,12,13
11001,10102,8,86,106,8,8,11
11001,10205,12,87,111,61,59,12
11001,20508,87,111,109,101,87,9999999
11001,21001,93,113,115,93,93,9999999
11001,10808,18,113,113,91,91,18
11001,20909,87,115,111,91,87,9999999
11001,20603,88,112,110,94,88,9999999
11001,20301,94,112,110,100,94,9999999
11001,20907,75,111,113,75,75,9999999
11001,10602,16,92,114,16,16,16
11001,20300,99,117,111,99,99,9999999
11001,10608,14,106,106,14,14,16
11001,10609,16,112,106,22,22,16
11001,10401,14,78,106,32,30,14
11001,10500,15,97,109,53,49,15
11001,10208,12,101,113,23,23,12
11001,11007,20,110,114,44,42,20
11001,10303,8,98,104,8,8,13
11001,20805,91,107,111,105,91,9999999
11001,10606,16,111,117,91,95,16
11001,10501,15,113,107,87,87,15
11001,10903,19,107,109,33,33,19
11001,10405,14,90,108,28,24,14
11001,20906,88,114,112,106,88,9999999
11001,11003,19,89,111,19,19,20
11001,20403,88,114,108,110,88,9999999
11001,20509,86,114,106,104,86,9999999
11001,21007,102,118,114,110,102,9999999
11001,10805,18,110,108,84,84,18
11001,20503,86,112,106,94,86,9999999
11001,11005,20,105,109,85,85,20
11001,10907,19,93,117,29,27,19
11001,20308,89,113,111,101,89,9999999
11001,10800,18,108,106,56,54,18
11001,20409,95,111,113,103,95,9999999
11001,10502,15,73,107,19,19,15
11001,20407,88,116,108,98,88,9999999
11001,20106,87,109,111,101,87,9999999
11001,10406,14,105,107,47,47,14
11001,10705,17,75,107,31,31,17
11001,11008,20,103,113,39,39,20
11001,20609,88,118,114,100,88,9999999
11001,20207,94,116,112,102,94,9999999
11001,10503,13,91,113,13,13,15
11001,20401,90,116,114,110,90,9999999
11001,20901,93,119,113,97,93,9999999
11001,10308,8,92,104,8,8,13
11001,20103,89,115,107,97,89,9999999
11001,10506,15,100,110,22,22,15
11001,10806,9,115,107,9,9,18
11001,10403,14,98,98,60,58,14
11001,20402,85,115,113,111,85,9999999
11001,10703,17,108,112,92,92,17
11001,10908,19,110,112,50,40,19
11001,10204,12,106,108,78,64,12
11001,20504,82,112,106,102,82,9999999
11001,20803,96,114,116,102,96,9999999
11001,10704,13,97,113,13,13,17
11001,20801,91,121,117,109,91,9999999
11001,21008,103,119,117,105,103,9999999
11001,10307,13,81,101,13,13,13
11001,20605,99,119,115,115,99,9999999
11001,21003,91,117,111,105,91,9999999
11001,20102,89,111,109,105,89,9999999
11001,10109,11,85,107,17,17,11
11001,10301,13,83,111,23,23,13
11001,10804,16,98,106,16,16,18
11001,10402,14,112,116,28,26,14
11001,10106,11,81,101,21,21,11
11001,20802,96,112,116,106,96,9999999
11001,20209,88,116,114,100,88,9999999
11001,20708,101,113,117,101,101,9999999
11001,20408,87,113,109,87,87,9999999
11001,10505,15,88,114,32,28,15
11001,20800,95,109,109,105,95,9999999
11001,20904,88,120,106,104,88,9999999
11001,10507,8,86,110,8,8,15
11001,10105,8,88,108,8,8,11
11001,20902,90,114,110,108,90,9999999
11001,10302,13,97,109,41,41,13
11001,10107,11,78,102,18,18,11
11001,20105,95,117,111,99,95,9999999
11001,10504,15,96,112,78,78,15
11001,20306,88,116,110,104,88,9999999
11001,10900,19,106,112,66,44,19
11001,10709,17,113,105,85,89,17
11001,20205,87,113,111,105,87,9999999
11001,10901,19,102,106,68,62,19
11001,10902,19,95,113,37,35,19
11001,10702,17,98,108,18,18,17
11001,10904,19,115,111,29,25,19
11001,10807,18,113,113,91,89,18
11001,20101,85,115,113,101,85,9999999
11001,10408,8,72,106,8,8,14
11001,20104,90,118,106,100,90,9999999
11001,10605,16,101,105,55,55,16
11001,20202,93,113,111,101,93,9999999
11001,10201,12,88,106,20,18,12
11001,20507,89,109,111,91,89,9999999
11001,10206,12,73,107,31,29,12
11001,20305,90,118,108,104,90,9999999
11001,20201,92,112,112,104,92,9999999
11001,20405,92,118,114,98,92,9999999
11001,20406,96,112,112,104,96,9999999
11001,10801,18,101,113,25,25,18
11001,10708,17,91,117,23,23,17
11001,10909,19,108,104,98,94,19
11001,10400,14,91,111,33,33,14
11001,20604,89,107,111,99,89,9999999
11001,20701,104,120,116,104,104,9999999
11001,10203,12,88,100,46,46,12
11001,20200,90,112,114,104,90,9999999
11001,20400,97,111,107,113,97,9999999
11001,20703,93,105,111,103,93,9999999
11001,11006,20,102,108,94,92,20
11001,10207,7,87,95,7,7,12
11001,10103,11,101,95,59,49,11
11001,20905,89,109,115,99,89,9999999
11001,20204,94,116,116,104,94,9999999
11001,10802,14,96,110,20,14,18
11001,10600,16,106,104,54,54,16
11001,10305,13,86,114,36,34,13
11001,10407,14,74,110,22,22,14
11001,20606,86,106,110,100,86,9999999
11001,20704,87,113,113,99,87,9999999
11001,10700,15,103,109,15,15,17
11001,20808,87,121,115,107,87,9999999
11001,20304,90,112,106,102,90,9999999
11001,10409,14,102,114,20,18,14
11001,20307,85,117,113,101,85,9999999
11001,20309,87,117,111,107,87,9999999
11001,20206,88,116,108,106,88,9999999
11001,10906,19,91,111,23,23,19
11001,10309,8,84,98,8,8,13
11001,21004,89,115,115,113,89,9999999
11001,10603,16,103,109,97,109,16
11001,21002,97,115,115,107,97,9999999
11001,20208,91,115,113,101,91,9999999
11001,10202,12,102,98,50,50,12
11001,20601,88,108,108,108,88,9999999
11001,10905,19,83,109,63,61,19
11001,20109,90,116,112,90,92,9999999
11001,11004,20,110,104,38,38,20
11001,10604,16,101,113,19,17,16
11001,20705,97,113,117,97,101,9999999
11001,20404,86,106,112,96,86,9999999
10509,11002,15,87,103,53,37,15
10509,11000,15,83,115,41,47,15
10509,11001,15,88,102,32,32,15
10509,10509,0,0,102,0,0,0
10509,2,85,109,109,95,85,9999999
10509,10100,6,74,100,46,30,6
10509,21006,83,107,103,109,83,9999999
10509,20806,87,101,103,87,93,9999999
10509,20501,88,112,110,96,88,9999999
10509,20908,88,122,120,108,88,9999999
10509,10304,8,93,97,45,43,8
10509,10707,12,86,108,34,12,12
10509,20608,77,111,99,99,77,9999999
10509,10300,8,74,102,48,32,8
10509,20506,85,107,97,85,85,9999999
10509,10209,7,71,89,39,37,7
10509,10104,3,41,103,5,3,6
10509,20707,59,101,111,61,59,9999999
10509,10108,6,69,99,77,79,6
10509,20700,87,111,111,93,87,9999999
10509,20600,81,111,103,97,81,9999999
10509,21000,82,108,108,96,82,9999999
10509,20709,81,99,105,93,81,9999999
10509,20505,80,104,108,88,80,9999999
10509,20108,81,105,105,95,81,9999999
10509,10601,11,85,95,85,81,11
10509,10404,9,72,106,52,40,9
10509,20303,77,105,103,91,77,9999999
10509,20502,83,111,109,91,83,9999999
10509,20702,81,113,109,95,81,9999999
10509,20107,85,109,105,95,85,9999999
10509,20602,82,112,106,96,82,9999999
10509,20807,77,109,107,83,77,9999999
10509,20203,91,111,109,93,91,9999999
10509,20900,81,109,107,95,81,9999999
10509,1,5,81,101,45,29,5
10509,20607,83,105,109,83,85,9999999
10509,20500,86,106,104,98,86,9999999
10509,10607,11,83,105,39,45,11
10509,10809,13,90,102,18,14,13
10509,10508,10,74,88,44,42,10
10509,20100,84,106,104,96,84,9999999
10509,21005,88,104,108,90,88,9999999
10509,10803,13,71,109,79,85,13
10509,10101,6,77,89,39,33,6
10509,20903,86,116,108,100,86,9999999
10509,20804,81,107,109,95,81,9999999
10509,20302,83,103,107,89,83,9999999
10509,10200,7,92,94,42,38,7
10509,10706,12,86,106,44,44,12
10509,20809,82,110,112,86,82,9999999
10509,20706,89,109,107,93,89,9999999
10509,10701,12,84,100,30,30,12
10509,10306,8,66,110,50,40,8
10509,10102,6,84,106,46,32,6
10509,10205,7,37,105,13,11,7
10509,20508,85,105,103,95,85,9999999
10509,21001,83,113,111,103,83,9999999
10509,10808,13,105,107,89,89,13
10509,20909,83,109,107,85,83,9999999
10509,20603,82,98,100,84,82,9999999
10509,20301,86,106,102,96,86,9999999
10509,20907,71,105,107,71,75,9999999
10509,10602,11,64,100,44,36,11
10509,20300,85,105,105,93,85,9999999
10509,10608,11,92,104,44,32,11
10509,10609,11,84,106,36,42,11
10509,10401,9,78,94,46,42,9
10509,10500,10,105,101,45,45,10
10509,10208,7,59,103,31,31,7
10509,11007,15,80,102,48,58,15
10509,10303,8,86,110,36,42,8
10509,20805,85,115,109,97,85,9999999
10509,10606,11,93,109,85,83,11
10509,10501,10,63,103,85,77,10
10509,10903,14,99,107,59,53,14
10509,10405,9,94,94,46,44,9
10509,20906,84,108,106,94,84,9999999
10509,11003,15,93,111,51,43,15
10509,20403,90,110,102,92,90,9999999
10509,20509,78,108,112,96,78,9999999
10509,21007,88,106,108,94,88,9999999
10509,10805,13,88,106,50,50,13
10509,20503,78,104,100,90,78,9999999
10509,11005,15,101,107,51,41,15
10509,10907,14,97,103,43,35,14
10509,20308,83,103,97,87,83,9999999
10509,10800,13,86,108,24,24,13
10509,20409,83,109,103,97,83,9999999
10509,10502,10,49,103,41,33,10
10509,20407,78,108,112,80,78,9999999
10509,20106,79,105,105,85,79,9999999
10509,10406,9,101,103,37,47,9
10509,10705,12,69,95,41,45,12
10509,11008,15,91,111,47,49,15
10509,20609,78,100,104,94,78,9999999
10509,20207,80,104,104,96,80,9999999
10509,10503,10,69,95,47,31,10
10509,20401,90,106,112,100,90,9999999
10509,20901,81,105,109,87,81,9999999
10509,10308,8,82,106,46,32,8
10509,20103,85,105,105,87,85,9999999
10509,10506,10,76,104,46,36,10
10509,10806,13,103,111,49,49,13
10509,10403,9,58,102,14,12,9
10509,20402,77,103,105,95,77,9999999
10509,10703,12,84,106,32,32,12
10509,10908,14,100,110,44,40,14
10509,10204,7,92,88,58,46,7
10509,20504,80,110,102,94,80,9999999
10509,20803,82,104,106,94,82,9999999
10509,10704,12,93,101,39,47,12
10509,20801,87,111,109,95,87,9999999
10509,21008,87,105,103,97,87,9999999
10509,10307,8,75,97,47,29,8
10509,20605,87,109,103,97,87,9999999
10509,21003,83,107,107,95,83,9999999
10509,20102,85,105,105,93,85,9999999
10509,10109,6,75,95,41,39,6
10509,10301,8,91,103,43,39,8
10509,10804,13,88,108,48,40,13
10509,10402,9,70,102,38,38,9
10509,10106,6,83,85,41,37,6
10509,20802,78,112,114,78,92,9999999
10509,20209,88,112,106,94,88,9999999
10509,20708,83,109,107,91,83,9999999
10509,20408,83,109,109,95,83,9999999
10509,10505,10,88,92,44,44,10
10509,20800,87,113,101,93,87,9999999
10509,20904,84,112,106,104,84,9999999
10509,10507,10,94,104,38,46,10
10509,10105,6,54,110,44,40,6
10509,20902,84,110,106,92,84,9999999
