g1.gid,g2.gid,ged,hungarian,vj,beam5,beam10,cut
11002,10605,16,96,150,96,86,16
11002,20202,98,152,164,102,98,9999999
11002,10201,12,110,136,84,88,12
11002,20507,89,159,173,89,97,9999999
11002,10206,12,125,139,89,81,12
11002,20305,79,151,167,93,79,9999999
11002,20201,95,153,161,97,95,9999999
11002,20405,98,158,168,98,98,9999999
11002,20406,90,166,162,90,96,9999999
11002,10801,18,129,135,83,85,18
11002,10708,17,127,149,95,95,17
11002,10909,19,152,138,94,96,19
11002,10400,14,108,140,82,92,14
11002,20604,106,166,174,108,106,9999999
11002,20701,90,154,168,90,92,9999999
11002,10203,12,110,140,84,76,12
11002,20200,92,148,160,98,92,9999999
11002,20400,89,155,163,95,89,9999999
11002,20703,97,155,169,97,97,9999999
11002,11006,20,148,164,108,96,20
11002,10207,12,118,128,88,90,12
11002,10103,11,121,135,89,95,11
11002,20905,97,161,177,97,101,9999999
11002,20204,86,148,160,86,92,9999999
11002,10802,18,121,119,79,95,18
11002,10600,16,116,136,74,96,16
11002,10305,13,102,122,80,86,13
11002,10407,14,119,143,83,87,14
11002,20606,92,160,162,98,92,9999999
11002,20704,76,160,174,86,76,9999999
11002,10700,17,126,140,82,84,17
11002,20808,96,164,170,100,96,9999999
11002,20304,87,161,165,113,87,9999999
11002,10409,14,115,133,95,99,14
11002,20307,95,153,161,95,103,9999999
11002,20309,92,152,164,98,92,9999999
11002,20206,86,148,166,86,94,9999999
11002,10906,19,122,146,72,68,19
11002,10309,13,125,131,87,91,13
11002,21004,99,151,163,105,99,9999999
11002,10603,16,126,144,104,104,16
11002,21002,95,169,175,107,95,9999999
11002,20208,97,153,165,97,97,9999999
11002,10202,12,118,136,84,82,12
11002,20601,91,149,165,91,91,9999999
11002,10905,19,148,154,78,90,19
11002,20109,90,150,160,90,92,9999999
11002,11004,20,146,158,102,96,20
11002,10604,16,121,147,99,97,16
11002,20705,94,158,160,94,96,9999999
11002,20404,100,160,168,100,110,9999999
11000,11002,20,140,146,86,82,20
11000,11000,0,0,136,0,0,0
11000,11001,20,129,157,81,67,20
11000,10509,15,132,130,80,78,15
11000,2,88,156,148,90,88,9999999
11000,10100,11,134,140,72,78,11
11000,21006,102,180,180,108,102,9999999
11000,20806,94,160,162,94,98,9999999
11000,20501,92,152,162,96,92,9999999
11000,20908,92,158,164,92,114,9999999
11000,10304,13,127,133,57,51,13
11000,10707,17,139,139,91,87,17
11000,20608,92,156,156,108,92,9999999
11000,10300,13,137,145,77,81,13
11000,20506,97,169,167,97,99,9999999
11000,10209,12,139,145,75,75,12
11000,10104,11,128,136,64,86,11
11000,20707,92,160,156,94,92,9999999
11000,10108,11,132,136,70,72,11
11000,20700,93,165,149,93,99,9999999
11000,20600,80,156,156,80,82,9999999
11000,21000,87,149,147,93,87,9999999
11000,20709,98,172,166,110,98,9999999
11000,20505,81,171,169,81,91,9999999
11000,20108,92,156,142,92,94,9999999
11000,10601,16,135,147,83,91,16
11000,10404,14,152,146,92,94,14
11000,20303,87,163,157,99,87,9999999
11000,20502,89,151,153,97,89,9999999
11000,20702,81,165,157,87,81,9999999
11000,20107,93,161,159,93,97,9999999
11000,20602,97,157,149,97,97,9999999
11000,20807,89,155,161,89,95,9999999
11000,20203,94,158,158,94,120,9999999
11000,20900,96,166,166,100,96,9999999
11000,1,10,136,140,68,78,10
11000,20607,80,166,158,90,80,9999999
11000,20500,84,158,164,100,84,9999999
11000,10607,16,110,128,66,50,16
11000,10809,18,141,147,81,69,18
11000,10508,15,126,138,78,70,15
11000,20100,93,163,157,93,97,9999999
11000,21005,87,155,159,87,101,9999999
11000,10803,18,146,142,90,82,18
11000,10101,11,124,140,60,48,11
11000,20903,93,163,155,99,93,9999999
11000,20804,97,157,161,101,97,9999999
11000,20302,93,145,151,93,99,9999999
11000,10200,12,142,142,86,88,12
11000,10706,17,145,145,79,103,17
11000,20809,79,163,165,93,79,9999999
11000,20706,89,151,155,97,89,9999999
11000,10701,17,138,142,100,84,17
11000,10306,13,135,145,71,73,13
11000,10102,11,135,143,81,79,11
11000,10205,12,141,137,59,73,12
11000,20508,105,141,153,105,117,9999999
11000,21001,80,166,158,94,80,9999999
11000,10808,18,122,142,70,78,18
11000,20909,85,159,169,85,99,9999999
11000,20603,94,154,152,100,94,9999999
11000,20301,88,158,156,102,88,9999999
11000,20907,92,148,150,92,94,9999999
11000,10602,16,138,144,84,82,16
11000,20300,91,149,153,101,91,9999999
11000,10608,16,128,146,62,48,16
11000,10609,16,129,145,75,91,16
11000,10401,14,141,147,73,83,14
11000,10500,15,144,136,76,74,15
11000,10208,12,125,145,83,87,12
11000,11007,20,141,141,59,87,20
11000,10303,13,126,140,60,48,13
11000,20805,86,154,160,86,92,9999999
11000,10606,16,128,146,62,72,16
11000,10501,15,141,139,81,85,15
11000,10903,19,155,157,73,59,19
11000,10405,14,143,145,81,87,14
11000,20906,97,151,155,99,97,9999999
11000,11003,20,156,164,92,82,20
11000,20403,96,154,158,96,96,9999999
11000,20509,101,159,155,101,103,9999999
11000,21007,95,161,171,107,95,9999999
11000,10805,18,149,147,91,83,18
11000,20503,92,150,156,92,104,9999999
11000,11005,20,150,158,88,80,20
11000,10907,19,144,152,76,84,19
11000,20308,99,161,157,99,105,9999999
11000,10800,18,136,148,82,88,18
11000,20409,68,160,152,68,96,9999999
11000,10502,15,141,139,77,83,15
11000,20407,92,156,150,96,92,9999999
11000,20106,87,157,153,87,99,9999999
11000,10406,14,139,147,81,79,14
11000,10705,17,140,140,88,88,17
11000,11008,20,141,153,97,91,20
11000,20609,100,154,160,114,100,9999999
11000,20207,94,158,148,94,100,9999999
11000,10503,15,134,130,40,48,15
11000,20401,90,166,160,90,94,9999999
11000,20901,97,163,163,113,97,9999999
11000,10308,13,132,140,72,76,13
11000,20103,86,154,144,86,96,9999999
11000,10506,15,137,139,39,45,15
11000,10806,18,150,150,90,100,18
11000,10403,14,133,141,53,71,14
11000,20402,84,166,156,84,84,9999999
11000,10703,17,142,146,86,92,17
11000,10908,19,118,122,74,74,19
11000,10204,12,136,136,82,70,12
11000,20504,96,160,158,102,96,9999999
11000,20803,91,159,159,101,91,9999999
11000,10704,17,138,152,78,96,17
11000,20801,99,173,163,103,99,9999999
11000,21008,96,154,164,96,98,9999999
11000,10307,13,143,147,73,91,13
11000,20605,87,165,163,87,91,9999999
11000,21003,80,164,166,94,80,9999999
11000,20102,92,156,142,92,94,9999999
11000,10109,11,133,133,69,95,11
11000,10301,13,137,143,99,99,13
11000,10804,18,123,143,45,63,18
11000,10402,14,142,146,90,86,14
11000,10106,11,128,134,40,44,11
11000,20802,90,166,162,94,90,9999999
11000,20209,85,153,157,85,89,9999999
11000,20708,74,164,162,78,74,9999999
11000,20408,95,155,157,95,105,9999999
11000,10505,15,140,144,84,84,15
11000,20800,98,150,154,98,118,9999999
11000,20904,97,155,145,105,97,9999999
11000,10507,15,145,135,59,75,15
11000,10105,11,134,138,72,82,11
11000,20902,90,152,160,92,90,9999999
11000,10302,13,130,136,84,90,13
11000,10107,11,145,141,53,69,11
11000,20105,89,161,161,97,89,9999999
11000,10504,15,147,147,77,79,15
11000,20306,96,156,158,96,104,9999999
11000,10900,19,141,145,87,75,19
11000,10709,17,139,143,63,73,17
11000,20205,100,152,158,102,100,9999999
11000,10901,19,147,143,63,79,19
11000,10902,19,128,152,94,72,19
11000,10702,17,143,141,89,89,17
11000,10904,19,133,147,71,69,19
11000,10807,18,120,146,52,94,18
11000,20101,97,163,161,101,97,9999999
11000,10408,14,133,111,63,53,14
11000,20104,88,156,146,88,94,9999999
11000,10605,16,126,146,94,84,16
11000,20202,86,160,158,86,96,9999999
11000,10201,12,144,144,94,90,12
11000,20507,83,165,159,83,97,9999999
11000,10206,12,127,139,41,39,12
11000,20305,93,163,155,93,93,9999999
11000,20201,89,157,159,89,95,9999999
11000,20405,84,164,160,90,84,9999999
11000,20406,90,164,162,104,90,9999999
11000,10801,18,135,135,81,67,18
11000,10708,17,151,153,85,89,17
11000,10909,19,154,154,92,92,19
11000,10400,14,138,144,92,88,14
11000,20604,94,164,164,110,94,9999999
11000,20701,78,160,164,78,102,9999999
11000,10203,12,144,144,92,94,12
11000,20200,78,158,150,78,92,9999999
11000,20400,101,161,163,101,101,9999999
11000,20703,95,163,157,95,99,9999999
11000,11006,20,126,142,68,88,20
11000,10207,12,134,142,82,100,12
11000,10103,11,139,141,75,83,11
11000,20905,95,167,169,95,101,9999999
11000,20204,82,158,150,82,98,9999999
11000,10802,18,145,151,77,83,18
11000,10600,16,140,150,72,92,16
11000,10305,13,128,142,68,78,13
11000,10407,14,141,141,71,79,14
11000,20606,86,150,148,96,86,9999999
11000,20704,94,158,160,94,102,9999999
11000,10700,17,150,148,48,50,17
11000,20808,86,152,168,90,86,9999999
11000,20304,91,149,155,91,91,9999999
11000,10409,14,135,149,89,93,14
11000,20307,93,157,157,93,107,9999999
11000,20309,88,154,160,88,90,9999999
11000,20206,80,160,158,80,94,9999999
11000,10906,19,126,154,90,84,19
11000,10309,13,131,133,61,63,13
11000,21004,91,149,161,93,91,9999999
11000,10603,16,134,142,90,88,16
11000,21002,85,167,169,95,85,9999999
11000,20208,91,157,157,91,91,9999999
11000,10202,12,144,144,70,72,12
11000,20601,89,159,159,95,89,9999999
11000,10905,19,128,140,78,74,19
11000,20109,92,154,148,92,92,9999999
11000,11004,20,150,166,90,92,20
11000,10604,16,147,149,77,73,16
11000,20705,80,154,156,92,80,9999999
11000,20404,80,160,152,80,88,9999999
11001,11002,20,127,153,75,97,20
11001,11000,20,129,157,49,87,20
11001,11001,0,0,146,0,0,0
11001,10509,15,139,137,95,99,15
11001,2,79,163,165,81,79,9999999
11001,10100,11,135,143,89,81,11
11001,21006,103,187,179,103,109,9999999
11001,20806,99,173,161,103,99,9999999
11001,20501,89,155,165,89,103,9999999
11001,20908,101,163,165,111,101,9999999
11001,10304,13,124,146,66,92,13
11001,10707,17,148,142,92,94,17
11001,20608,89,161,159,95,89,9999999
11001,10300,13,132,144,94,90,13
11001,20506,98,174,180,102,98,9999999
11001,10209,12,134,136,86,76,12
11001,10104,11,127,141,69,85,11
11001,20707,91,165,163,91,95,9999999
11001,10108,11,129,145,89,77,11
11001,20700,96,164,148,96,102,9999999
11001,20600,91,155,159,93,91,9999999
11001,21000,92,154,150,98,92,9999999
11001,20709,97,167,177,97,115,9999999
11001,20505,102,172,174,102,102,9999999
11001,20108,83,153,165,83,95,9999999
11001,10601,16,134,154,80,82,16
11001,10404,14,141,159,81,75,14
11001,20303,94,170,172,100,94,9999999
11001,20502,82,162,158,88,82,9999999
11001,20702,80,164,168,80,96,9999999
11001,20107,94,166,166,94,102,9999999
11001,20602,88,162,160,88,90,9999999
11001,20807,86,160,160,90,86,9999999
11001,20203,89,161,161,89,99,9999999
11001,20900,91,177,181,105,91,9999999
11001,1,10,129,155,79,83,10
11001,20607,83,169,171,83,99,9999999
11001,20500,77,165,167,87,77,9999999
11001,10607,16,131,147,91,83,16
11001,10809,18,132,150,72,76,18
11001,10508,15,111,145,91,95,15
11001,20100,90,166,166,90,104,9999999
11001,21005,98,160,164,100,98,9999999
11001,10803,18,151,161,79,85,18
11001,10101,11,115,145,77,87,11
11001,20903,92,158,166,92,96,9999999
11001,20804,88,162,170,96,88,9999999
11001,20302,80,162,152,100,80,9999999
11001,10200,12,131,161,71,75,12
11001,10706,17,124,120,88,88,17
11001,20809,98,168,162,98,98,9999999
11001,20706,86,160,162,92,86,9999999
11001,10701,17,129,147,103,91,17
11001,10306,13,134,144,62,80,13
11001,10102,11,136,148,84,84,11
11001,10205,12,134,146,52,38,12
11001,20508,96,158,160,100,96,9999999
11001,21001,91,177,169,91,103,9999999
11001,10808,18,117,139,55,91,18
11001,20909,104,172,162,104,104,9999999
11001,20603,95,151,153,95,95,9999999
11001,20301,85,165,165,89,85,9999999
11001,20907,85,161,151,85,89,9999999
11001,10602,16,151,135,77,77,16
11001,20300,96,166,156,100,96,9999999
11001,10608,16,113,145,93,83,16
11001,10609,16,126,134,62,84,16
11001,10401,14,132,144,98,76,14
11001,10500,15,141,153,83,71,15
11001,10208,12,134,140,84,84,12
11001,11007,20,108,152,70,80,20
11001,10303,13,107,145,77,91,13
11001,20805,89,169,169,109,89,9999999
11001,10606,16,127,145,87,75,16
11001,10501,15,142,142,88,78,15
11001,10903,19,134,154,66,52,19
11001,10405,14,136,140,74,86,14
11001,20906,96,164,154,96,104,9999999
11001,11003,20,141,167,89,93,20
11001,20403,89,157,157,89,89,9999999
11001,20509,92,164,154,92,98,9999999
11001,21007,88,174,176,96,88,9999999
11001,10805,18,152,156,94,96,18
11001,20503,101,165,157,105,101,9999999
11001,11005,20,147,161,105,91,20
11001,10907,19,155,161,89,95,19
11001,20308,98,160,160,102,98,9999999
11001,10800,18,127,143,79,81,18
11001,20409,79,163,167,87,79,9999999
11001,10502,15,148,150,94,98,15
11001,20407,81,157,155,91,81,9999999
11001,20106,88,166,164,88,96,9999999
11001,10406,14,136,148,82,82,14
11001,10705,17,129,153,91,91,17
11001,11008,20,140,144,94,86,20
11001,20609,93,163,165,95,93,9999999
11001,20207,93,165,167,93,93,9999999
11001,10503,15,119,141,71,85,15
11001,20401,85,169,175,99,85,9999999
11001,20901,98,176,172,98,106,9999999
11001,10308,13,127,153,85,77,13
11001,20103,81,153,153,93,81,9999999
11001,10506,15,118,146,72,70,15
11001,10806,18,151,151,93,71,18
11001,10403,14,118,148,84,86,14
11001,20402,87,169,165,87,91,9999999
11001,10703,17,139,147,81,91,17
11001,10908,19,127,115,77,73,19
11001,10204,12,115,139,43,23,12
11001,20504,79,171,169,79,91,9999999
11001,20803,80,168,174,86,80,9999999
11001,10704,17,127,145,83,77,17
11001,20801,100,174,170,100,108,9999999
11001,21008,95,165,163,109,95,9999999
11001,10307,13,144,156,108,104,13
11001,20605,82,166,166,82,98,9999999
11001,21003,79,173,163,81,79,9999999
11001,20102,83,153,165,83,95,9999999
11001,10109,11,130,152,94,92,11
11001,10301,13,136,154,88,90,13
11001,10804,18,140,154,92,102,18
11001,10402,14,137,161,89,87,14
11001,10106,11,115,143,73,93,11
11001,20802,93,169,177,93,97,9999999
11001,20209,82,158,164,84,82,9999999
11001,20708,93,167,169,93,95,9999999
11001,20408,94,164,160,100,94,9999999
11001,10505,15,141,151,89,83,15
11001,20800,95,159,155,99,95,9999999
11001,20904,84,156,158,114,84,9999999
11001,10507,15,140,140,70,70,15
11001,10105,11,133,147,89,79,11
11001,20902,101,163,165,105,101,9999999
11001,10302,13,131,139,87,91,13
11001,10107,11,140,158,50,58,11
11001,20105,80,168,168,82,80,9999999
11001,10504,15,146,156,102,96,15
11001,20306,95,169,159,109,95,9999999
11001,10900,19,126,150,72,72,19
11001,10709,17,118,136,68,60,17
11001,20205,83,155,157,99,83,9999999
11001,10901,19,136,150,88,72,19
11001,10902,19,117,147,75,97,19
11001,10702,17,140,146,88,82,17
11001,10904,19,142,140,58,62,19
11001,10807,18,145,161,93,83,18
11001,20101,84,158,164,84,84,9999999
11001,10408,14,136,132,88,76,14
11001,20104,81,153,149,81,83,9999999
11001,10605,16,121,139,97,99,16
11001,20202,83,159,169,83,87,9999999
11001,10201,12,137,139,83,81,12
11001,20507,90,166,168,94,90,9999999
11001,10206,12,116,146,80,92,12
11001,20305,80,164,166,88,80,9999999
11001,20201,90,152,154,90,100,9999999
11001,20405,93,163,173,93,93,9999999
11001,20406,79,163,171,89,79,9999999
11001,10801,12,134,130,12,16,18
11001,10708,17,138,158,86,70,17
11001,10909,19,151,151,99,91,19
11001,10400,14,133,159,85,87,14
11001,20604,95,165,165,105,95,9999999
11001,20701,89,169,169,97,89,9999999
11001,10203,12,135,137,91,103,12
11001,20200,89,167,167,91,89,9999999
11001,20400,82,168,162,82,104,9999999
11001,20703,98,164,160,98,102,9999999
11001,11006,20,147,157,101,93,20
11001,10207,12,133,155,85,89,12
11001,10103,11,138,154,82,98,11
11001,20905,90,170,166,94,90,9999999
11001,20204,87,163,167,91,87,9999999
11001,10802,18,148,150,96,78,18
11001,10600,16,137,159,87,79,16
11001,10305,13,129,145,85,71,13
11001,10407,14,140,152,88,86,14
11001,20606,87,153,167,87,97,9999999
11001,20704,91,161,161,91,95,9999999
11001,10700,17,139,155,63,87,17
11001,20808,83,157,163,93,83,9999999
11001,20304,94,154,166,94,96,9999999
11001,10409,14,126,144,72,112,14
11001,20307,98,156,166,100,98,9999999
11001,20309,77,155,167,77,79,9999999
11001,20206,93,165,167,93,97,9999999
11001,10906,19,143,151,89,93,19
11001,10309,13,126,138,64,58,13
11001,21004,94,164,162,94,100,9999999
11001,10603,16,133,137,89,93,16
11001,21002,100,168,170,102,100,9999999
11001,20208,88,168,160,92,88,9999999
11001,10202,12,137,151,89,71,12
11001,20601,76,164,166,82,76,9999999
11001,10905,19,139,161,95,91,19
11001,20109,77,157,157,87,77,9999999
11001,11004,20,161,175,107,89,20
11001,10604,16,140,152,74,90,16
11001,20705,89,161,165,99,89,9999999
11001,20404,85,173,171,95,85,9999999
10509,11002,15,116,132,28,52,15
10509,11000,15,132,130,80,90,15
10509,11001,15,139,137,83,91,15
10509,10509,0,0,126,0,0,0
10509,2,86,156,156,92,86,9999999
10509,10100,6,88,134,16,16,6
10509,21006,78,174,178,84,78,9999999
10509,20806,94,160,162,102,94,9999999
10509,20501,94,156,164,94,96,9999999
10509,20908,88,140,156,100,88,9999999
10509,10304,8,107,107,83,71,8
10509,10707,12,115,129,77,77,12
10509,20608,82,150,156,92,82,9999999
10509,10300,8,105,125,57,63,8
10509,20506,89,165,175,91,89,9999999
10509,10209,7,105,121,19,17,7
10509,10104,6,76,134,44,60,6
10509,20707,86,154,160,104,86,9999999
10509,10108,6,90,132,16,30,6
10509,20700,89,143,147,89,91,9999999
10509,20600,82,160,160,98,82,9999999
10509,21000,87,153,161,93,87,9999999
10509,20709,100,150,160,100,104,9999999
10509,20505,79,167,173,79,93,9999999
10509,20108,100,154,150,100,100,9999999
10509,10601,11,105,119,79,85,11
10509,10404,9,114,140,102,96,9
10509,20303,91,157,163,91,95,9999999
10509,20502,87,149,151,87,87,9999999
10509,20702,83,163,153,87,83,9999999
10509,20107,87,151,161,91,87,9999999
10509,20602,83,151,155,91,83,9999999
10509,20807,75,157,159,75,85,9999999
10509,20203,74,156,162,74,88,9999999
10509,20900,82,170,172,96,82,9999999
10509,1,5,90,134,18,18,5
10509,20607,80,160,160,80,86,9999999
10509,20500,78,156,158,90,78,9999999
10509,10607,11,144,140,78,82,11
10509,10809,13,129,125,97,91,13
10509,10508,10,106,130,80,86,10
10509,20100,89,155,157,101,89,9999999
10509,21005,87,157,157,87,99,9999999
10509,10803,13,116,146,82,86,13
10509,10101,6,102,122,40,30,6
10509,20903,91,165,163,95,91,9999999
10509,20804,91,157,159,103,91,9999999
10509,20302,83,149,153,87,83,9999999
10509,10200,7,100,134,78,70,7
10509,10706,12,125,131,91,81,12
10509,20809,101,165,173,101,103,9999999
10509,20706,81,151,159,87,81,9999999
10509,10701,12,116,134,94,94,12
10509,10306,8,103,125,95,83,8
10509,10102,6,77,133,19,19,6
10509,10205,7,95,129,87,65,7
10509,20508,99,155,165,99,107,9999999
10509,21001,82,164,162,82,94,9999999
10509,10808,13,122,126,78,78,13
10509,20909,101,171,175,101,105,9999999
10509,20603,90,156,158,94,90,9999999
10509,20301,80,160,156,80,92,9999999
10509,20907,92,152,154,112,92,9999999
10509,10602,11,106,136,48,48,11
10509,20300,91,147,153,91,93,9999999
10509,10608,11,104,116,28,26,11
10509,10609,11,133,137,85,79,11
10509,10401,9,93,139,21,39,9
10509,10500,10,114,128,98,74,10
10509,10208,7,99,121,57,39,7
10509,11007,15,131,139,73,67,15
10509,10303,8,108,118,40,30,8
10509,20805,76,172,160,76,94,9999999
10509,10606,11,84,118,24,36,11
10509,10501,10,121,137,53,37,10
10509,10903,14,129,133,51,63,14
10509,10405,9,111,127,73,69,9
10509,20906,93,155,155,93,95,9999999
10509,11003,15,130,152,92,88,15
10509,20403,90,146,158,90,104,9999999
10509,20509,89,149,163,89,93,9999999
10509,21007,85,163,169,85,87,9999999
10509,10805,13,99,147,75,79,13
10509,20503,88,156,162,100,88,9999999
10509,11005,15,140,136,92,82,15
10509,10907,14,136,146,80,90,14
10509,20308,83,155,167,101,83,9999999
10509,10800,13,124,116,36,38,13
10509,20409,88,154,156,90,88,9999999
10509,10502,10,105,139,17,39,10
10509,20407,88,156,148,88,92,9999999
10509,20106,91,157,157,93,91,9999999
10509,10406,9,113,131,21,19,9
10509,10705,12,88,134,80,78,12
10509,11008,15,127,129,35,45,15
10509,20609,86,158,160,86,86,9999999
10509,20207,86,158,160,90,86,9999999
10509,10503,10,100,122,72,78,10
10509,20401,74,158,160,82,74,9999999
10509,20901,87,153,151,99,87,9999999
10509,10308,8,100,130,24,32,8
10509,20103,86,150,154,88,86,9999999
10509,10506,10,111,125,71,63,10
10509,10806,13,112,142,30,36,13
10509,10403,9,123,125,71,81,9
10509,20402,88,156,164,96,88,9999999
10509,10703,12,126,130,66,90,12
10509,10908,14,130,146,68,74,14
10509,10204,7,104,118,72,84,7
10509,20504,82,160,162,82,84,9999999
10509,20803,101,157,171,103,101,9999999
10509,10704,12,116,124,98,90,12
10509,20801,87,165,169,91,87,9999999
10509,21008,90,152,156,98,90,9999999
10509,10307,8,97,133,87,89,8
10509,20605,87,155,165,87,91,9999999
10509,21003,76,166,162,86,76,9999999
10509,20102,100,154,150,100,100,9999999
10509,10109,6,83,129,19,17,6
10509,10301,8,95,135,83,63,8
10509,10804,13,145,141,71,85,13
10509,10402,9,110,140,88,90,9
10509,10106,6,108,124,72,80,6
10509,20802,84,166,168,84,96,9999999
10509,20209,91,151,159,99,91,9999999
10509,20708,76,154,162,82,76,9999999
10509,20408,93,153,161,93,103,9999999
10509,10505,10,108,128,22,20,10
10509,20800,92,156,158,104,92,9999999
10509,20904,85,143,157,85,89,9999999
10509,10507,10,67,137,25,47,10
10509,10105,6,92,132,14,18,6
10509,20902,90,160,166,90,90,9999999
