g1.gid,g2.gid,ged,hungarian,vj,beam5,beam10
956,1375,131,133,131,147,147
956,453,68,68,68,68,68
956,610,113,123,123,113,113
956,1080,91,91,91,103,103
956,13,116,118,122,120,116
956,775,280,280,280,308,308
956,26,556,556,556,584,584
956,356,171,187,189,171,171
956,414,84,84,84,92,92
956,330,116,116,116,116,116
956,65,130,130,136,136,148
956,905,397,405,405,397,397
956,241,265,309,309,265,269
956,958,116,116,116,128,128
956,470,591,599,599,591,591
956,1209,181,313,301,181,181
956,592,164,196,192,164,168
956,68,109,109,109,127,127
956,1472,150,152,152,150,150
956,886,106,126,106,126,126
956,239,171,183,191,181,171
956,1358,43,43,43,53,53
956,1096,122,122,122,124,124
956,1383,43,43,43,53,53
956,527,343,343,343,371,371
956,94,556,556,556,584,584
956,271,108,110,116,108,108
956,493,123,125,125,127,123
956,268,181,227,221,181,181
956,186,78,78,84,124,124
956,735,724,842,824,724,724
956,341,43,43,43,53,53
956,442,577,585,585,577,577
956,36,90,90,100,98,98
956,1037,223,341,345,223,223
956,743,280,280,280,308,308
956,1022,86,86,86,114,114
956,232,53,53,53,63,63
956,664,103,105,103,105,123
956,342,43,43,43,53,53
956,1372,269,335,309,269,269
956,509,343,343,343,371,371
956,274,115,125,123,115,115
956,468,83,83,83,95,95
956,671,122,122,124,122,122
956,1224,646,810,812,646,646
956,1038,414,620,594,414,414
956,577,343,343,343,371,371
956,599,289,289,289,305,305
956,84,74,74,74,102,94
956,9,96,96,96,104,104
956,269,138,138,138,148,146
956,328,123,125,129,123,123
956,1001,181,205,195,181,181
956,990,151,163,163,151,151
956,679,311,311,311,339,339
956,1456,92,92,92,158,158
956,38,142,148,148,142,142
956,193,106,106,106,106,106
956,199,199,201,199,199,199
956,1246,43,43,43,53,53
1109,956,43,43,43,43,43
1109,1109,0,0,0,0,0
1109,272,162,168,168,162,162
1109,1420,21,21,21,21,21
1109,1249,155,177,175,155,155
1109,162,142,142,148,154,154
1109,920,699,839,811,699,699
1109,991,491,587,523,491,491
1109,1492,124,124,124,132,132
1109,1313,467,559,523,467,467
1109,717,90,90,90,90,90
1109,1066,122,122,122,126,126
1109,169,142,142,142,142,142
1109,1178,30,30,30,30,30
1109,666,1346,1578,1584,1346,1346
1109,1131,0,0,0,0,0
1109,243,127,127,127,131,131
1109,1227,217,235,227,217,217
1109,630,131,131,131,131,131
1109,742,204,208,210,204,204
1109,1321,123,123,123,123,123
1109,378,182,198,192,182,182
1109,298,158,158,158,164,164
1109,1148,155,155,155,155,155
1109,170,242,252,242,250,250
1109,137,126,126,126,134,134
1109,827,699,839,811,699,699
1109,1439,176,186,186,176,176
1109,1270,212,222,222,222,212
1109,1149,136,138,138,136,136
1109,1002,121,121,121,121,121
1109,941,302,362,362,302,302
1109,1039,104,104,104,104,104
1109,415,185,185,185,205,205
1109,1269,309,339,327,309,309
1109,497,95,95,95,95,95
1109,1017,0,0,0,0,0
1109,189,43,43,43,43,43
1109,609,155,155,155,155,155
1109,159,111,123,125,111,111
1109,603,286,286,286,286,286
1109,281,0,0,0,0,0
1109,862,156,156,156,172,156
1109,893,125,125,125,125,125
1109,1161,0,0,0,0,0
1109,112,185,185,187,185,185
1109,874,463,497,463,463,463
1109,256,95,95,95,95,95
1109,72,89,89,89,89,89
1109,1400,134,134,134,146,146
1109,408,111,123,125,111,111
1109,333,157,165,163,157,157
1109,196,115,115,115,115,115
1109,982,185,189,197,185,185
1109,433,113,113,113,113,113
1109,25,150,150,152,150,150
1109,1166,0,0,0,0,0
1109,138,142,142,142,150,150
1109,508,318,318,318,318,318
1109,1230,133,133,133,133,133
1109,48,97,97,97,101,101
1109,43,43,43,43,43,43
1109,75,188,198,198,188,188
1109,858,150,158,160,150,152
1109,1319,63,63,63,63,63
1109,240,58,58,58,58,58
1109,282,0,0,0,0,0
1109,626,131,131,131,147,139
1109,1387,136,138,138,136,136
1109,315,0,0,0,0,0
1109,639,140,140,140,148,148
1109,1426,156,156,164,172,172
1109,1283,95,95,95,95,95
1109,226,43,43,43,43,43
1109,368,110,110,110,110,110
1109,460,115,115,115,117,117
1109,633,43,43,43,43,43
1109,728,145,149,149,145,145
1109,455,125,125,125,125,125
1109,332,187,187,187,217,211
1109,900,255,255,255,255,255
1109,1048,147,147,147,183,147
1109,1074,119,123,119,119,119
1109,436,134,136,136,134,134
1109,994,318,318,318,318,318
1109,716,346,346,346,346,346
1109,806,255,255,255,255,255
1109,1499,0,0,0,0,0
1109,317,104,104,104,104,104
1109,1346,216,238,236,216,216
1109,397,531,531,531,531,531
1109,192,195,195,195,199,199
1109,887,751,895,895,751,751
1109,336,54,54,54,54,54
1109,971,318,318,318,318,318
1109,158,150,150,150,158,158
1109,264,531,531,531,531,531
1109,27,531,531,531,531,531
1109,76,95,95,95,95,95
1109,1225,135,135,135,135,135
1109,681,176,248,248,176,176
1109,576,255,255,255,255,255
1109,635,318,318,318,318,318
1109,1183,190,190,190,190,190
1109,91,123,125,123,123,123
1109,1497,122,122,122,122,122
1109,916,188,188,188,188,188
1109,278,199,199,199,199,207
1109,117,171,171,171,171,171
1109,793,146,146,146,146,146
1109,709,318,318,318,318,318
1109,1290,147,169,169,147,147
1109,432,164,166,164,166,166
1109,111,157,157,159,181,181
1109,55,148,148,148,154,154
1109,685,426,426,426,426,426
1109,21,113,113,113,161,113
1109,53,154,168,170,154,154
1109,60,149,149,149,165,165
1109,340,531,531,531,531,531
1109,1258,216,238,236,216,216
1109,257,0,0,0,0,0
1109,119,27,27,27,27,27
1109,693,53,53,53,53,53
1109,1281,57,57,57,57,57
1109,723,129,129,129,133,133
1109,946,699,839,825,699,699
1109,469,155,179,175,155,155
1109,367,155,157,157,155,155
1109,292,43,43,43,43,43
1109,753,163,163,163,169,169
1109,1061,189,199,203,189,189
1109,924,318,318,318,318,318
1109,173,44,44,44,44,44
1109,613,148,156,154,172,148
1109,1427,150,160,160,152,150
1109,1464,95,95,95,95,95
1109,1340,114,114,114,114,114
1109,661,139,141,141,139,139
1109,748,105,105,105,113,113
1109,198,116,116,116,116,116
1109,537,176,248,248,176,176
1109,290,135,135,135,135,135
1109,69,158,158,158,160,160
1109,654,832,1030,1024,832,832
1109,951,133,133,133,133,133
1109,1375,160,166,160,162,162
1109,453,91,91,91,91,91
1109,610,132,132,132,132,132
1109,1080,100,100,100,108,108
1109,13,145,145,145,149,149
1109,775,255,255,255,255,255
1109,26,531,531,531,531,531
1109,356,204,204,204,204,204
1109,414,127,127,127,131,131
1109,330,147,147,147,147,147
1109,65,155,169,167,155,155
1109,905,372,372,372,372,372
1109,241,284,296,306,284,284
1109,958,143,143,143,155,155
1109,470,566,566,566,566,566
1109,1209,212,288,288,212,212
1109,592,201,221,213,201,201
1109,68,140,140,140,168,140
1109,1472,169,169,169,177,177
1109,886,141,141,141,143,141
1109,239,206,206,206,214,214
1109,1358,0,0,0,0,0
1109,1096,133,135,135,133,133
1109,1383,0,0,0,0,0
1109,527,318,318,318,318,318
1109,94,531,531,531,531,531
1109,271,139,143,149,139,139
1109,493,152,152,156,162,162
1109,268,208,232,232,208,208
1109,186,101,101,101,123,123
1109,735,699,839,811,699,699
1109,341,0,0,0,0,0
1109,442,552,552,552,552,552
1109,36,129,129,129,149,129
1109,1037,254,332,332,254,254
1109,743,255,255,255,255,255
1109,1022,61,61,61,61,61
1109,232,78,78,78,78,78
1109,664,136,136,136,136,136
1109,342,0,0,0,0,0
1109,1372,216,238,236,216,216
1109,509,318,318,318,318,318
1109,274,144,146,144,144,144
1109,468,80,80,80,80,80
1109,671,143,143,143,143,143
1109,1224,633,765,705,633,633
1109,1038,423,535,491,445,423
1109,577,318,318,318,318,318
1109,599,264,264,264,264,264
1109,84,113,113,113,113,113
1109,9,139,139,139,147,147
1109,269,169,169,169,183,183
1109,328,146,146,146,148,146
1109,1001,162,164,164,162,162
1109,990,180,188,196,180,180
1109,679,286,286,286,286,286
1109,1456,123,123,123,123,123
1109,38,169,169,169,171,171
1109,193,125,125,125,141,141
1109,199,212,228,228,212,234
1109,1246,0,0,0,0,0
272,956,155,157,155,181,181
272,1109,168,168,168,218,218
272,272,0,0,112,0,0
272,1420,163,165,163,219,219
272,1249,259,259,263,299,299
272,162,54,108,106,54,54
272,920,843,847,847,843,843
272,991,641,671,653,641,641
272,1492,90,138,130,90,100
272,1313,569,653,653,569,569
272,717,118,140,138,118,118
272,1066,96,134,126,96,96
272,169,156,172,164,156,156
272,1178,164,168,164,252,240
272,666,1446,1574,1570,1446,1446
272,1131,168,168,168,218,218
272,243,93,143,137,93,93
272,1227,125,185,193,137,125
272,630,99,139,141,107,99
272,742,88,132,150,90,88
272,1321,93,123,129,115,93
272,378,182,238,254,184,182
272,298,214,224,214,214,214
272,1148,85,131,129,85,85
272,170,134,214,210,150,134
272,137,78,122,126,88,78
272,827,843,847,847,843,843
272,1439,198,204,198,208,208
272,1270,128,196,204,130,128
272,1149,98,124,122,100,98
272,1002,99,141,135,103,99
272,941,364,430,410,364,396
272,1039,126,138,136,126,126
272,415,91,131,143,91,91
272,1269,347,453,473,347,347
272,497,125,141,143,125,125
272,1017,168,168,168,218,218
272,189,179,179,179,261,261
272,609,97,135,123,97,97
272,159,141,159,159,149,141
272,603,344,344,344,504,504
272,281,168,168,168,218,218
272,862,70,124,122,70,70
272,893,91,121,117,91,91
272,1161,168,168,168,218,218
272,112,71,135,141,71,71
272,874,607,611,627,647,607
272,256,111,139,145,111,111
272,72,117,141,137,119,117
272,1400,112,116,130,112,112
272,408,141,159,159,149,141
272,333,73,137,125,73,73
272,196,79,115,117,79,81
272,982,119,177,169,119,121
272,433,115,125,121,115,115
272,25,88,136,126,92,88
272,1166,168,168,168,218,218
272,138,92,142,128,96,92
272,508,376,376,376,536,536
272,1230,85,123,127,91,85
272,48,115,135,127,125,115
272,43,179,179,179,261,261
272,75,168,226,216,168,168
272,858,72,144,138,72,72
272,1319,163,163,167,177,177
272,240,140,140,142,182,182
272,282,168,168,168,218,218
272,626,81,137,131,81,81
272,1387,98,124,122,100,98
272,315,168,168,168,218,218
272,639,76,136,134,76,76
272,1426,88,124,122,88,88
272,1283,111,149,147,111,111
272,226,179,179,179,261,261
272,368,138,154,148,138,138
272,460,115,135,141,159,115
272,633,155,157,155,181,181
272,728,91,135,135,91,91
272,455,89,151,139,89,95
272,332,103,145,143,105,103
272,900,313,313,313,473,473
272,1048,249,265,249,291,291
272,1074,121,149,147,121,127
272,436,88,140,140,88,88
272,994,376,376,376,536,536
272,716,442,442,448,500,536
272,806,313,313,313,473,473
272,1499,168,168,168,218,218
272,317,136,142,136,144,146
272,1346,336,342,336,392,356
272,397,589,589,589,749,749
272,192,97,133,149,97,97
272,887,859,935,923,875,859
272,336,198,200,198,216,216
272,971,376,376,376,536,536
272,158,62,134,130,70,62
272,264,589,589,589,749,749
272,27,589,589,589,749,749
272,76,111,145,147,111,111
272,1225,83,123,125,91,83
272,681,238,238,258,268,280
272,576,313,313,313,473,473
272,635,376,376,376,536,536
272,1183,232,308,310,232,232
272,91,79,133,133,79,79
272,1497,84,120,122,84,84
272,916,68,138,128,70,68
272,278,107,165,165,107,107
272,117,69,123,127,69,69
272,793,86,136,130,96,86
272,709,376,376,376,536,536
272,1290,51,117,107,51,89
272,432,72,140,124,72,82
272,111,69,129,119,71,69
272,55,82,120,126,82,82
272,685,558,584,558,582,568
272,21,131,131,133,135,139
272,53,144,168,172,144,148
272,60,137,165,153,137,139
272,340,589,589,589,749,749
272,1258,336,342,336,392,356
272,257,168,168,168,218,218
272,119,163,167,163,239,283
272,693,161,161,161,191,191
272,1281,143,143,157,165,165
272,723,93,131,129,93,93
272,946,839,839,855,843,843
272,469,175,181,179,175,175
272,367,87,139,123,87,95
272,292,179,179,179,261,261
272,753,79,141,127,79,79
272,1061,167,227,213,167,203
272,924,376,376,376,536,536
272,173,192,192,194,244,216
272,613,70,132,130,70,70
272,1427,88,130,126,106,88
272,1464,111,143,147,111,111
272,1340,102,126,126,102,102
272,661,75,137,129,85,75
272,748,127,131,143,127,127
272,198,100,138,134,106,100
272,537,238,238,258,268,280
272,290,91,139,137,93,91
272,69,62,130,140,62,70
272,654,976,984,1026,976,976
272,951,97,133,129,97,97
272,1375,80,124,144,80,96
272,453,103,131,139,103,103
272,610,92,144,138,92,92
272,1080,108,128,130,114,108
272,13,81,143,129,81,81
272,775,313,313,313,473,473
272,26,589,589,589,749,749
272,356,150,194,188,150,150
272,414,87,139,127,87,103
272,330,93,105,123,93,93
272,65,87,137,129,87,89
272,905,516,524,544,516,516
272,241,260,360,332,264,260
272,958,75,133,131,75,75
272,470,680,692,680,748,748
272,1209,290,316,292,290,290
272,592,95,147,163,95,95
272,68,162,170,174,162,162
272,1472,79,137,149,99,79
272,886,99,143,133,101,99
272,239,162,210,206,162,168
272,1358,168,168,168,218,218
272,1096,91,117,131,91,91
272,1383,168,168,168,218,218
272,527,376,376,376,536,536
272,94,589,589,589,749,749
272,271,85,121,115,85,103
272,493,76,134,134,80,76
272,268,208,234,238,208,208
272,186,95,133,123,95,95
272,735,843,847,847,843,843
272,341,168,168,168,218,218
272,442,640,640,646,750,750
272,36,95,123,135,95,99
272,1037,302,374,370,358,302
272,743,313,313,313,473,473
272,1022,191,191,193,265,265
272,232,130,130,134,170,170
272,664,110,130,130,110,128
272,342,168,168,168,218,218
272,1372,342,342,352,376,376
272,509,376,376,376,536,536
272,274,84,134,128,84,86
272,468,108,134,130,108,108
272,671,85,139,127,85,99
272,1224,689,839,839,695,689
272,1038,467,591,569,467,469
272,577,376,376,376,536,536
272,599,322,322,322,508,476
272,84,115,125,121,115,115
272,9,85,149,133,85,85
272,269,71,121,129,71,71
272,328,92,136,124,92,92
272,1001,228,262,246,232,228
272,990,84,150,152,84,84
272,679,344,344,344,504,504
272,1456,79,137,141,79,79
272,38,71,127,143,77,71
272,193,133,141,137,133,141
272,199,108,160,170,108,108
272,1246,168,168,168,218,218
1420,956,46,46,46,46,46
1420,1109,21,21,21,21,21
1420,272,163,165,163,165,165
1420,1420,0,0,0,0,0
1420,1249,134,158,156,134,134
1420,162,143,143,149,153,153
1420,920,680,824,812,680,680
1420,991,472,580,578,472,472
1420,1492,133,133,135,153,141
1420,1313,426,588,514,426,426
1420,717,111,111,111,173,173
1420,1066,139,139,145,149,149
1420,169,121,121,121,171,171
1420,1178,11,17,11,13,13
1420,666,1327,1587,1583,1327,1327
1420,1131,21,21,21,21,21
1420,243,156,158,156,166,162
1420,1227,224,236,238,224,224
1420,630,158,174,176,158,158
1420,742,191,209,209,201,191
1420,1321,130,130,130,140,168
1420,378,175,193,195,175,185
1420,298,153,157,157,153,153
1420,1148,144,144,144,144,144
1420,170,241,249,241,251,251
1420,137,133,133,133,147,135
1420,827,680,824,812,680,680
1420,1439,157,181,185,157,189
1420,1270,219,219,221,219,219
1420,1149,125,125,135,129,129
1420,1002,154,174,170,154,154
1420,941,291,351,355,291,291
1420,1039,133,139,141,133,133
1420,415,186,204,200,198,186
1420,1269,288,338,334,288,288
1420,497,92,112,110,92,92
1420,1017,21,21,21,21,21
1420,189,52,52,52,64,64
1420,609,160,180,174,160,160
1420,159,114,114,114,128,128
1420,603,265,265,265,307,307
1420,281,21,21,21,21,21
1420,862,161,179,181,173,161
1420,893,158,178,176,158,166
1420,1161,21,21,21,21,21
1420,112,186,200,198,186,186
1420,874,442,486,484,442,442
1420,256,104,104,106,138,138
1420,72,110,110,110,196,196
1420,1400,121,123,127,121,127
1420,408,114,114,114,128,128
1420,333,158,164,164,158,158
1420,196,130,130,130,140,140
1420,982,174,186,198,174,174
1420,433,112,114,114,134,112
1420,25,169,181,173,169,171
1420,1166,21,21,21,21,21
1420,138,165,165,175,171,169
1420,508,297,297,297,339,339
1420,1230,122,122,122,146,146
1420,48,106,106,106,130,130
1420,43,52,52,52,64,64
1420,75,169,191,195,169,169
1420,858,143,165,163,143,151
1420,1319,44,44,44,56,56
1420,240,95,95,95,149,113
1420,282,21,21,21,21,21
1420,626,140,142,140,148,148
1420,1387,125,125,135,129,129
1420,315,21,21,21,21,21
1420,639,153,173,159,153,153
1420,1426,145,155,145,179,149
1420,1283,106,106,106,130,130
1420,226,52,52,52,64,64
1420,368,101,101,101,107,107
1420,460,106,106,108,108,108
1420,633,46,46,46,46,46
1420,728,158,172,172,158,158
1420,455,158,186,180,172,158
1420,332,194,194,196,222,218
1420,900,234,234,234,276,276
1420,1048,126,128,128,128,126
1420,1074,122,130,122,184,192
1420,436,147,155,161,155,147
1420,994,297,297,297,339,339
1420,716,327,343,349,327,327
1420,806,234,234,234,276,276
1420,1499,21,21,21,21,21
1420,317,83,91,97,83,83
1420,1346,217,231,235,217,217
1420,397,510,510,510,552,552
1420,192,198,202,198,200,202
1420,887,732,870,886,732,732
1420,336,35,35,35,35,35
1420,971,297,297,297,339,339
1420,158,145,163,161,147,145
1420,264,510,510,510,552,552
1420,27,510,510,510,552,552
1420,76,104,104,106,130,130
1420,1225,164,188,182,166,164
1420,681,155,237,237,155,157
1420,576,234,234,234,276,276
1420,635,297,297,297,339,339
1420,1183,171,189,191,171,171
1420,91,104,118,132,104,104
1420,1497,145,167,157,145,145
1420,916,187,197,193,187,187
1420,278,188,198,192,188,188
1420,117,158,186,158,172,172
1420,793,171,193,185,171,171
1420,709,297,297,297,339,339
1420,1290,136,158,162,136,152
1420,432,157,177,171,169,157
1420,111,148,150,148,160,160
1420,55,143,155,157,143,143
1420,685,405,417,415,405,405
1420,21,98,98,106,108,138
1420,53,135,165,165,135,135
1420,60,142,142,144,148,148
1420,340,510,510,510,552,552
1420,1258,217,231,235,217,217
1420,257,21,21,21,21,21
1420,119,8,8,8,26,26
1420,693,54,54,54,58,58
1420,1281,58,58,58,64,64
1420,723,146,158,156,146,146
1420,946,680,824,828,680,680
1420,469,162,172,162,190,190
1420,367,164,170,174,164,164
1420,292,52,52,52,64,64
1420,753,162,174,176,162,162
1420,1061,170,198,200,170,170
1420,924,297,297,297,339,339
1420,173,25,25,25,25,25
1420,613,143,163,161,175,143
1420,1427,143,155,153,143,143
1420,1464,104,104,106,130,130
1420,1340,157,181,171,157,157
1420,661,146,172,168,146,146
1420,748,102,102,102,110,102
1420,198,145,161,165,145,145
1420,537,155,237,237,155,157
1420,290,162,198,178,162,162
1420,69,149,159,167,149,167
1420,654,813,1027,1019,813,813
1420,951,166,180,166,168,170
1420,1375,149,155,149,151,151
1420,453,100,100,100,138,138
1420,610,159,187,187,159,159
1420,1080,125,125,125,173,173
1420,13,166,176,176,168,166
1420,775,234,234,234,276,276
1420,26,510,510,510,552,552
1420,356,197,199,203,197,197
1420,414,144,148,144,152,152
1420,330,138,138,138,140,140
1420,65,154,158,166,154,154
1420,905,353,363,363,353,353
1420,241,261,301,311,261,261
1420,958,158,182,172,166,158
1420,470,547,563,563,547,547
1420,1209,199,277,279,199,199
1420,592,202,228,216,202,202
1420,68,121,121,121,161,161
1420,1472,166,176,166,166,166
1420,886,158,190,182,168,158
1420,239,201,211,211,201,201
1420,1358,21,21,21,21,21
1420,1096,148,148,148,162,162
1420,1383,21,21,21,21,21
1420,527,297,297,297,339,339
1420,94,510,510,510,552,552
1420,271,136,146,144,136,136
1420,493,153,161,171,163,153
1420,268,189,217,213,189,189
1420,186,102,102,102,146,146
1420,735,680,824,812,680,680
1420,341,21,21,21,21,21
1420,442,533,549,549,533,533
1420,36,146,156,156,154,146
1420,1037,233,321,331,233,233
1420,743,234,234,234,276,276
1420,1022,40,40,42,40,40
1420,232,65,65,65,75,75
1420,664,117,133,117,133,133
1420,342,21,21,21,21,21
1420,1372,217,237,233,217,217
1420,509,297,297,297,339,339
1420,274,153,165,161,153,153
1420,468,101,101,101,165,165
1420,671,166,186,184,170,166
1420,1224,612,760,722,698,612
1420,1038,432,530,484,432,432
1420,577,297,297,297,339,339
1420,599,243,243,243,271,271
1420,84,112,114,114,134,112
1420,9,148,172,170,148,148
1420,269,172,182,186,172,172
1420,328,157,179,181,163,157
1420,1001,147,159,161,147,147
1420,990,177,197,189,177,177
1420,679,265,265,265,307,307
1420,1456,102,102,104,138,138
1420,38,158,158,158,170,164
1420,193,114,114,114,130,130
1420,199,225,231,225,231,231
1420,1246,21,21,21,21,21
1249,956,270,292,290,274,270
1249,1109,175,177,175,281,281
1249,272,219,259,263,219,219
1249,1420,134,158,156,212,134
1249,1249,0,0,40,0,0
1249,162,219,267,271,251,219
1249,920,568,792,770,568,568
1249,991,432,440,432,476,524
1249,1492,245,281,283,245,245
1249,1313,456,478,492,456,456
1249,717,245,313,299,245,245
1249,1066,265,313,319,265,265
1249,169,143,263,251,143,143
1249,1178,125,149,147,203,125
1249,666,1213,1585,1609,1213,1261
1249,1131,175,177,175,281,281
1249,243,294,296,308,294,294
1249,1227,310,346,324,318,310
1249,630,288,300,318,288,290
1249,742,269,303,303,269,269
1249,1321,276,300,294,278,276
1249,378,255,307,313,281,255
1249,298,115,191,179,115,115
1249,1148,238,292,284,238,238
1249,170,313,355,355,313,325
1249,137,259,295,307,259,259
1249,827,568,792,770,568,568
1249,1439,155,221,237,197,155
1249,1270,259,341,351,261,259
1249,1149,239,271,273,239,239
1249,1002,280,320,322,298,280
1249,941,271,379,365,271,271
1249,1039,297,297,307,307,307
1249,415,272,314,308,272,272
1249,1269,194,304,308,286,194
1249,497,226,280,296,286,226
1249,1017,175,177,175,281,281
1249,189,158,158,158,270,270
1249,609,286,316,308,286,286
1249,159,174,270,250,174,216
1249,603,131,131,131,131,131
1249,281,175,177,175,281,281
1249,862,273,297,299,273,273
1249,893,292,304,312,292,292
1249,1161,175,177,175,281,281
1249,112,264,274,304,264,264
1249,874,386,434,386,444,444
1249,256,216,296,300,216,216
1249,72,244,292,300,244,244
1249,1400,223,295,285,223,223
1249,408,174,270,250,174,216
1249,333,266,298,296,266,266
1249,196,262,262,296,274,264
1249,982,256,322,342,256,256
1249,433,242,288,292,254,242
1249,25,297,315,311,297,297
1249,1166,175,177,175,281,281
1249,138,289,319,309,289,293
1249,508,163,163,163,163,163
1249,1230,216,280,280,216,216
1249,48,218,294,290,300,218
1249,43,158,158,158,270,270
1249,75,233,285,309,233,233
1249,858,255,309,297,255,261
1249,1319,158,272,256,158,158
1249,240,247,305,295,247,247
1249,282,175,177,175,281,281
1249,626,272,300,306,274,272
1249,1387,239,271,273,239,239
1249,315,175,177,175,281,281
1249,639,273,301,311,273,273
1249,1426,223,287,291,261,223
1249,1283,216,284,290,258,216
1249,226,158,158,158,270,270
1249,368,173,273,275,173,177
1249,460,184,292,278,214,184
1249,633,180,284,290,180,202
1249,728,276,310,304,276,282
1249,455,286,320,312,290,286
1249,332,310,310,322,312,314
1249,900,138,138,138,162,162
1249,1048,8,48,50,16,8
1249,1074,212,300,286,212,212
1249,436,271,299,307,271,271
1249,994,163,163,163,163,163
1249,716,191,191,191,417,417
1249,806,138,138,138,162,162
1249,1499,175,177,175,281,281
1249,317,221,273,273,221,221
1249,1346,63,101,101,63,63
1249,397,376,376,376,376,376
1249,192,272,312,290,272,272
1249,887,598,840,824,598,598
1249,336,101,123,121,101,101
1249,971,163,163,163,163,163
1249,158,263,285,293,299,263
1249,264,376,376,376,376,376
1249,27,376,376,376,376,376
1249,76,216,304,290,216,216
1249,1225,284,318,316,284,284
1249,681,67,203,203,67,67
1249,576,138,138,138,162,162
1249,635,163,163,163,163,163
1249,1183,263,377,371,263,263
1249,91,238,240,294,238,238
1249,1497,269,305,313,293,269
1249,916,259,311,305,265,259
1249,278,268,336,334,268,268
1249,117,270,300,290,270,270
