g1.gid,g2.gid,ged,hungarian,vj,beam5,beam10,cut
11002,10503,15,325,349,177,177,15
11002,20401,327,379,381,333,327,9999999
11002,20901,331,381,389,335,331,9999999
11002,10308,13,285,363,175,175,13
11002,20103,311,379,389,323,311,9999999
11002,10506,15,313,353,333,341,15
11002,10806,18,343,375,335,341,18
11002,10403,14,282,352,92,92,14
11002,20402,328,376,382,328,330,9999999
11002,10703,17,291,369,151,151,17
11002,10908,19,287,367,341,341,19
11002,10204,12,302,358,342,342,12
11002,20504,318,384,384,318,328,9999999
11002,20803,335,379,381,343,335,9999999
11002,10704,17,338,378,332,330,17
11002,20801,343,383,383,343,349,9999999
11002,21008,344,374,388,344,354,9999999
11002,10307,13,302,370,328,322,13
11002,20605,322,376,380,334,322,9999999
11002,21003,318,382,390,324,318,9999999
11002,20102,309,373,387,333,309,9999999
11002,10109,11,299,357,169,169,11
11002,10301,13,322,354,238,238,13
11002,10804,18,240,370,188,188,18
11002,10402,14,315,353,125,119,14
11002,10106,11,265,359,179,179,11
11002,20802,328,380,382,328,328,9999999
11002,20209,329,371,387,329,329,9999999
11002,20708,324,380,376,338,324,9999999
11002,20408,320,374,388,320,326,9999999
11002,10505,15,377,365,339,343,15
11002,20800,338,392,382,338,338,9999999
11002,20904,335,391,383,337,335,9999999
11002,10507,15,316,366,142,138,15
11002,10105,11,331,353,341,339,11
11002,20902,335,363,377,335,335,9999999
11002,10302,13,249,367,95,95,13
11002,10107,11,276,352,138,134,11
11002,20105,324,372,390,324,324,9999999
11002,10504,15,349,361,171,181,15
11002,20306,309,377,389,321,309,9999999
11002,10900,19,310,346,140,148,19
11002,10709,17,304,372,294,294,17
11002,20205,325,373,377,325,325,9999999
11002,10901,19,322,364,332,330,19
11002,10902,19,362,368,332,332,19
11002,10702,17,353,373,339,339,17
11002,10904,19,340,374,344,346,19
11002,10807,18,335,371,341,339,18
11002,20101,318,372,388,318,324,9999999
11002,10408,14,254,354,172,172,14
11002,20104,312,376,386,312,312,9999999
11002,10605,16,346,360,320,320,16
11002,20202,327,381,373,329,327,9999999
11002,10201,12,230,354,174,178,12
11002,20507,340,382,392,342,340,9999999
11002,10206,12,267,369,127,137,12
11002,20305,330,384,374,330,330,9999999
11002,20201,321,375,375,321,327,9999999
11002,20405,326,378,384,326,328,9999999
11002,20406,337,383,389,337,337,9999999
11002,21009,339,387,383,339,345,9999999
11002,10801,18,363,371,313,313,18
11002,10708,17,379,371,349,349,17
11002,10909,19,304,376,118,120,19
11002,10400,14,341,371,123,119,14
11002,20604,335,385,381,337,335,9999999
11002,20701,317,387,371,317,319,9999999
11002,10203,12,301,353,191,191,12
11002,20200,327,385,369,329,327,9999999
11002,20400,318,370,382,324,318,9999999
11002,20703,329,381,391,329,329,9999999
11002,11006,20,309,353,125,125,20
11002,10207,12,291,355,327,327,12
11002,10103,11,271,367,177,177,11
11002,20905,338,380,384,340,338,9999999
11002,20204,308,376,386,324,308,9999999
11002,10802,18,344,372,330,336,18
11002,10600,16,349,367,137,129,16
11002,10305,13,292,354,138,136,13
11002,10407,14,336,370,330,330,14
11002,20606,322,380,372,334,322,9999999
11002,20704,302,382,390,310,302,9999999
11002,10700,17,364,352,122,122,17
11002,20808,326,378,380,332,326,9999999
11002,20304,321,375,395,321,321,9999999
11002,10409,14,317,371,127,127,14
11002,20307,313,375,389,329,313,9999999
11002,20309,312,376,384,330,312,9999999
11002,20206,314,370,386,320,314,9999999
11002,10906,19,345,357,341,341,19
11002,10309,13,258,366,130,130,13
11002,21004,317,389,391,323,317,9999999
11002,10603,16,327,363,189,125,16
11002,21002,336,382,386,336,340,9999999
11002,20208,325,381,371,325,329,9999999
11002,10202,12,282,360,106,114,12
11002,20601,328,380,386,330,328,9999999
11002,10905,19,314,372,338,338,19
11002,20109,312,378,388,318,312,9999999
11002,11004,20,300,362,326,332,20
11002,10604,16,310,368,176,176,16
11002,20705,335,385,389,339,335,9999999
11002,20404,325,381,371,325,331,9999999
11000,11002,20,363,359,253,263,20
11000,11000,0,0,368,0,0,0
11000,11001,20,355,355,271,277,20
11000,10509,15,367,361,267,267,15
11000,2,300,380,376,300,302,9999999
11000,10100,11,352,372,310,310,11
11000,21006,293,387,387,327,293,9999999
11000,20806,297,377,373,307,297,9999999
11000,20501,294,392,378,314,294,9999999
11000,20908,289,381,375,305,289,9999999
11000,10304,13,359,371,269,273,13
11000,10707,17,340,364,258,246,17
11000,20608,303,391,371,311,303,9999999
11000,10300,13,313,361,259,269,13
11000,20506,291,385,383,313,291,9999999
11000,10209,12,356,370,250,258,12
11000,10104,11,355,369,267,271,11
11000,20707,298,380,382,316,298,9999999
11000,10108,11,363,385,263,259,11
11000,20700,304,380,386,324,304,9999999
11000,20600,308,382,382,310,308,9999999
11000,21000,291,387,387,331,291,9999999
11000,20709,270,368,374,300,270,9999999
11000,20505,288,374,368,308,288,9999999
11000,20108,299,371,387,301,299,9999999
11000,10601,16,352,376,270,270,16
11000,10404,14,342,374,228,228,14
11000,20303,296,382,368,308,296,9999999
11000,20502,290,382,368,314,290,9999999
11000,20702,287,393,385,311,287,9999999
11000,20107,303,381,373,305,303,9999999
11000,20602,291,381,379,307,291,9999999
11000,20807,283,381,377,325,283,9999999
11000,20203,296,382,382,296,300,9999999
11000,20900,288,376,382,306,288,9999999
11000,1,10,354,380,266,270,10
11000,20607,281,381,367,311,281,9999999
11000,20500,286,376,380,312,286,9999999
11000,10607,16,342,370,270,274,16
11000,10809,18,357,385,267,281,18
11000,10508,15,328,374,218,218,15
11000,20100,301,381,369,301,303,9999999
11000,21005,297,377,375,335,297,9999999
11000,10803,18,355,377,225,225,18
11000,10101,11,343,367,275,267,11
11000,20903,282,370,382,306,282,9999999
11000,20804,294,384,370,306,294,9999999
11000,20302,303,381,381,305,303,9999999
11000,10200,12,348,372,268,272,12
11000,10706,17,349,373,245,253,17
11000,20809,297,381,379,307,297,9999999
11000,20706,290,370,376,316,290,9999999
11000,10701,17,313,369,263,263,17
11000,10306,13,336,384,254,254,13
11000,10102,11,345,371,269,273,11
11000,10205,12,348,372,266,270,12
11000,20508,300,380,382,314,300,9999999
11000,21001,289,371,377,315,289,9999999
11000,10808,18,362,384,278,284,18
11000,20909,309,381,369,327,309,9999999
11000,20603,304,384,388,316,304,9999999
11000,20301,299,377,381,321,299,9999999
11000,20907,267,373,379,323,267,9999999
11000,10602,16,346,378,266,270,16
11000,20300,282,370,374,322,282,9999999
11000,11009,20,352,364,232,232,20
11000,10608,16,350,376,268,272,16
11000,10609,16,327,371,229,229,16
11000,10401,14,352,370,264,256,14
11000,10500,15,336,378,216,206,15
11000,10208,12,348,356,268,274,12
11000,11007,20,342,368,280,278,20
11000,10303,13,351,383,265,267,13
11000,20805,309,381,377,329,309,9999999
11000,10606,16,365,367,255,255,16
11000,10501,15,319,383,245,245,15
11000,10903,19,355,383,271,271,19
11000,10405,14,327,353,251,253,14
11000,20906,277,367,373,323,277,9999999
11000,11003,20,334,364,248,248,20
11000,20403,275,385,373,331,275,9999999
11000,20509,267,379,373,313,267,9999999
11000,21007,282,386,392,300,282,9999999
11000,10805,18,343,379,249,255,18
11000,20503,279,375,377,315,279,9999999
11000,11005,20,325,371,253,253,20
11000,10907,19,337,361,207,207,19
11000,20308,290,378,376,296,290,9999999
11000,10800,18,323,369,239,239,18
11000,20409,302,382,386,312,302,9999999
11000,10502,15,363,357,275,275,15
11000,20407,283,375,365,295,283,9999999
11000,20106,290,376,378,310,290,9999999
11000,10406,14,348,376,262,274,14
11000,10705,17,298,366,254,254,17
11000,11008,20,336,374,270,270,20
11000,20609,296,384,374,310,296,9999999
11000,20207,300,384,382,300,302,9999999
11000,10503,15,336,378,278,278,15
11000,20401,296,376,376,318,296,9999999
11000,20901,284,382,372,314,284,9999999
11000,10308,13,352,370,272,274,13
11000,20103,296,372,382,316,296,9999999
11000,10506,15,358,376,218,218,15
11000,10806,18,346,380,252,252,18
11000,10403,14,341,363,263,263,14
11000,20402,299,383,377,311,299,9999999
11000,10703,17,338,380,264,268,17
11000,10908,19,368,376,222,222,19
11000,10204,12,351,355,225,219,12
11000,20504,291,389,385,301,291,9999999
11000,20803,332,378,386,332,334,9999999
11000,10704,17,353,361,255,257,17
11000,20801,288,388,384,338,288,9999999
11000,21008,281,379,381,325,281,9999999
11000,10307,13,327,367,255,261,13
11000,20605,287,381,379,309,287,9999999
11000,21003,297,381,381,311,297,9999999
11000,20102,302,374,384,320,302,9999999
11000,10109,11,350,376,254,262,11
11000,10301,13,357,367,267,267,13
11000,10804,18,335,375,263,267,18
11000,10402,14,340,380,266,266,14
11000,10106,11,352,372,274,276,11
11000,20802,293,383,373,315,293,9999999
11000,20209,276,376,378,304,276,9999999
11000,20708,293,377,375,313,293,9999999
11000,20408,299,375,375,321,299,9999999
11000,10505,15,342,364,234,236,15
11000,20800,299,381,383,325,299,9999999
11000,20904,290,376,382,308,290,9999999
11000,10507,15,331,373,265,265,15
11000,10105,11,354,372,212,212,11
11000,20902,298,386,382,312,298,9999999
11000,10302,13,350,376,256,256,13
11000,10107,11,355,383,265,271,11
11000,20105,299,375,373,303,299,9999999
11000,10504,15,324,374,266,264,15
11000,20306,302,380,378,322,302,9999999
11000,10900,19,355,367,281,281,19
11000,10709,17,347,367,257,255,17
11000,20205,296,388,380,296,302,9999999
11000,10901,19,335,385,179,197,19
11000,10902,19,343,375,191,191,19
11000,10702,17,346,366,262,254,17
11000,10904,19,361,373,213,211,19
11000,10807,18,322,368,258,252,18
11000,20101,299,375,375,303,299,9999999
11000,10408,14,351,369,259,263,14
11000,20104,297,373,379,307,297,9999999
11000,10605,16,347,367,251,263,16
11000,20202,296,386,376,296,304,9999999
11000,10201,12,349,377,273,275,12
11000,20507,307,373,383,307,313,9999999
11000,10206,12,352,378,268,268,12
11000,20305,303,383,387,303,305,9999999
11000,20201,300,386,380,300,302,9999999
11000,20405,289,381,377,313,289,9999999
11000,20406,294,378,372,306,294,9999999
11000,21009,294,370,376,302,294,9999999
11000,10801,18,356,364,268,272,18
11000,10708,17,366,370,178,242,17
11000,10909,19,343,381,269,269,19
11000,10400,14,350,388,262,266,14
11000,20604,290,374,370,310,290,9999999
11000,20701,296,386,384,300,296,9999999
11000,10203,12,338,366,256,260,12
11000,20200,298,384,382,298,302,9999999
11000,20400,297,383,385,311,297,9999999
11000,20703,276,380,372,308,276,9999999
11000,11006,20,356,376,266,274,20
11000,10207,12,352,372,260,260,12
11000,10103,11,350,380,264,268,11
11000,20905,281,381,377,311,281,9999999
11000,20204,295,375,383,305,295,9999999
11000,10802,18,341,381,249,231,18
11000,10600,16,360,386,282,282,16
11000,10305,13,353,373,267,273,13
11000,10407,14,351,375,249,251,14
11000,20606,293,385,381,301,293,9999999
11000,20704,301,389,379,305,301,9999999
11000,10700,17,365,377,257,297,17
11000,20808,295,391,383,311,295,9999999
11000,20304,302,376,374,310,302,9999999
11000,10409,14,344,382,270,272,14
11000,20307,306,380,376,318,306,9999999
11000,20309,293,373,367,303,293,9999999
11000,20206,289,379,373,315,289,9999999
11000,10906,19,304,380,274,262,19
11000,10309,13,349,375,267,273,13
11000,21004,296,392,390,300,296,9999999
11000,10603,16,322,374,260,266,16
11000,21002,305,389,395,317,305,9999999
11000,20208,300,386,374,300,302,9999999
11000,10202,12,359,373,269,273,12
11000,20601,285,387,379,319,285,9999999
11000,10905,19,291,367,247,255,19
11000,20109,299,375,377,301,299,9999999
11000,11004,20,361,375,247,247,20
11000,10604,16,339,383,257,269,16
11000,20705,274,374,378,314,274,9999999
11000,20404,302,388,372,302,302,9999999
11001,11002,20,362,362,278,280,20
11001,11000,20,355,355,277,259,20
11001,11001,0,0,374,0,0,0
11001,10509,15,338,368,296,272,15
11001,2,309,371,379,327,309,9999999
11001,10100,11,331,369,233,205,11
11001,21006,298,380,374,316,298,9999999
11001,20806,308,378,380,326,308,9999999
11001,20501,295,375,375,333,295,9999999
11001,20908,312,378,386,322,312,9999999
11001,10304,13,358,378,206,226,13
11001,10707,17,321,365,279,283,17
11001,20608,302,376,382,338,302,9999999
11001,10300,13,320,360,284,284,13
11001,20506,294,378,382,326,294,9999999
11001,10209,12,353,365,231,231,12
11001,10104,11,346,372,232,232,11
11001,20707,301,379,383,333,301,9999999
11001,10108,11,374,366,204,204,11
11001,20700,303,385,383,329,303,9999999
11001,20600,295,377,379,341,295,9999999
11001,21000,294,386,380,326,294,9999999
11001,20709,291,383,375,313,291,9999999
11001,20505,295,383,379,323,295,9999999
11001,20108,310,378,386,328,310,9999999
11001,10601,16,317,381,295,277,16
11001,10404,14,365,351,237,223,14
11001,20303,315,381,377,315,315,9999999
11001,20502,293,383,383,337,293,9999999
11001,20702,308,392,384,338,308,9999999
11001,20107,310,376,380,332,310,9999999
11001,20602,298,388,382,320,298,9999999
11001,20807,312,386,388,340,312,9999999
11001,20203,303,379,381,337,303,9999999
11001,20900,309,375,387,327,309,9999999
11001,1,10,341,371,205,229,10
11001,20607,300,380,382,326,300,9999999
11001,20500,289,375,387,325,289,9999999
11001,10607,16,333,355,285,267,16
11001,10809,18,358,380,282,280,18
11001,10508,15,331,371,215,217,15
11001,20100,310,372,378,328,310,9999999
11001,21005,304,376,380,348,304,9999999
11001,10803,18,358,364,220,218,18
11001,10101,11,354,364,206,230,11
11001,20903,299,377,385,335,299,9999999
11001,20804,287,385,385,323,287,9999999
11001,20302,312,384,386,330,312,9999999
11001,10200,12,353,363,205,225,12
11001,10706,17,306,362,280,266,17
11001,20809,304,384,388,326,304,9999999
11001,20706,307,375,391,351,307,9999999
11001,10701,17,356,354,284,268,17
11001,10306,13,347,375,285,265,13
11001,10102,11,354,364,288,288,11
11001,10205,12,353,363,203,235,12
11001,20508,297,379,381,333,297,9999999
11001,21001,306,388,388,340,306,9999999
11001,10808,18,359,371,207,223,18
11001,20909,346,372,380,350,346,9999999
11001,20603,297,381,389,325,297,9999999
11001,20301,336,376,386,338,336,9999999
11001,20907,302,380,386,336,302,9999999
11001,10602,16,357,373,205,221,16
11001,20300,309,383,379,327,309,9999999
11001,11009,20,351,369,239,213,20
11001,10608,16,367,373,205,219,16
11001,10609,16,332,364,156,160,16
11001,10401,14,343,369,291,283,14
11001,10500,15,357,363,121,135,15
11001,10208,12,353,379,223,223,12
11001,11007,20,315,367,287,283,20
11001,10303,13,338,384,206,224,13
11001,20805,334,378,380,334,338,9999999
11001,10606,16,360,376,228,240,16
11001,10501,15,366,350,240,216,15
11001,10903,19,348,384,298,284,19
11001,10405,14,334,356,280,282,14
11001,20906,304,386,384,318,304,9999999
11001,11003,20,347,369,263,263,20
11001,20403,314,388,382,344,314,9999999
11001,20509,324,378,368,324,326,9999999
11001,21007,291,385,383,301,291,9999999
11001,10805,18,362,384,246,254,18
11001,20503,304,368,388,332,304,9999999
11001,11005,20,362,350,234,228,20
11001,10907,19,324,368,280,266,19
11001,20308,309,381,381,329,309,9999999
11001,10800,18,326,358,276,236,18
11001,20409,311,381,395,337,311,9999999
11001,10502,15,348,340,288,288,15
11001,20407,298,380,388,334,298,9999999
11001,20106,305,379,373,331,305,9999999
11001,10406,14,357,369,203,217,14
11001,10705,17,335,375,257,231,17
11001,11008,20,355,367,125,109,20
11001,20609,291,379,389,347,291,9999999
11001,20207,309,373,391,327,309,9999999
11001,10503,15,335,381,295,283,15
11001,20401,293,379,377,345,293,9999999
11001,20901,301,381,393,333,301,9999999
11001,10308,13,349,369,229,235,13
11001,20103,299,381,379,329,299,9999999
11001,10506,15,339,369,213,213,15
11001,10806,18,343,371,237,243,18
11001,10403,14,344,374,280,282,14
11001,20402,290,384,384,318,290,9999999
11001,10703,17,351,371,263,265,17
11001,10908,19,365,363,223,219,19
11001,10204,12,318,362,236,212,12
11001,20504,312,390,384,328,312,9999999
11001,20803,347,385,383,349,347,9999999
11001,10704,17,362,350,290,290,17
11001,20801,313,379,387,361,313,9999999
11001,21008,304,382,376,340,304,9999999
11001,10307,13,330,342,264,266,13
11001,20605,292,382,386,324,292,9999999
11001,21003,300,378,382,326,300,9999999
11001,20102,295,377,375,345,295,9999999
11001,10109,11,335,365,233,233,11
11001,10301,13,346,374,282,272,13
11001,10804,18,370,384,238,250,18
11001,10402,14,359,375,203,229,14
11001,10106,11,329,369,247,245,11
11001,20802,310,390,386,310,310,9999999
11001,20209,287,379,369,333,287,9999999
11001,20708,314,380,380,336,314,9999999
11001,20408,300,380,382,312,300,9999999
11001,10505,15,341,331,267,267,15
11001,20800,306,388,388,320,306,9999999
11001,20904,295,387,383,337,295,9999999
11001,10507,15,356,380,204,222,15
11001,10105,11,331,367,227,223,11
11001,20902,297,389,371,335,297,9999999
11001,10302,13,347,363,281,285,13
11001,10107,11,356,370,204,228,11
11001,20105,308,382,378,312,308,9999999
11001,10504,15,349,367,243,243,15
11001,20306,299,379,377,341,299,9999999
11001,10900,19,358,368,284,298,19
11001,10709,17,370,354,276,276,17
11001,20205,309,377,375,329,309,9999999
11001,10901,19,358,374,274,274,19
11001,10902,19,366,366,288,276,19
11001,10702,17,339,343,259,269,17
11001,10904,19,312,378,230,230,19
11001,10807,18,289,349,187,189,18
11001,20101,312,382,378,326,312,9999999
11001,10408,14,342,372,234,236,14
11001,20104,312,376,382,320,312,9999999
11001,10605,16,350,364,266,268,16
11001,20202,311,371,385,329,311,9999999
11001,10201,12,354,352,236,240,12
11001,20507,292,372,394,350,292,9999999
11001,10206,12,353,365,211,233,12
11001,20305,312,384,386,328,312,9999999
11001,20201,311,375,377,327,311,9999999
11001,20405,342,382,382,342,342,9999999
11001,20406,303,377,381,315,303,9999999
11001,21009,307,393,381,333,307,9999999
11001,10801,18,291,367,287,293,18
11001,10708,17,323,375,299,287,17
11001,10909,19,364,382,206,214,19
11001,10400,14,367,381,203,221,14
11001,20604,281,373,381,327,281,9999999
11001,20701,295,381,395,331,295,9999999
11001,10203,12,339,377,285,285,12
11001,20200,311,373,389,325,311,9999999
11001,20400,306,370,386,326,306,9999999
11001,20703,305,375,385,313,305,9999999
11001,11006,20,343,377,209,229,20
11001,10207,12,359,361,225,237,12
11001,10103,11,353,369,235,235,11
11001,20905,308,380,386,314,308,9999999
11001,20204,296,382,376,334,296,9999999
11001,10802,18,370,360,264,256,18
11001,10600,16,381,383,211,233,16
11001,10305,13,354,378,206,214,13
11001,10407,14,322,358,288,270,14
11001,20606,310,376,386,320,310,9999999
11001,20704,314,392,380,314,314,9999999
11001,10700,17,328,374,286,286,17
11001,20808,310,388,382,312,310,9999999
11001,20304,299,375,381,335,299,9999999
11001,10409,14,335,375,203,223,14
11001,20307,299,383,373,341,299,9999999
11001,20309,306,378,386,316,306,9999999
11001,20206,310,384,378,338,310,9999999
11001,10906,19,359,353,301,293,19
11001,10309,13,358,370,206,220,13
11001,21004,317,391,389,317,317,9999999
11001,10603,16,357,381,201,215,16
11001,21002,296,386,394,338,296,9999999
11001,20208,299,375,387,333,299,9999999
11001,10202,12,334,368,282,280,12
11001,20601,300,374,384,312,300,9999999
11001,10905,19,318,364,286,274,19
11001,20109,304,382,382,328,304,9999999
11001,11004,20,348,372,216,236,20
11001,10604,16,370,374,242,236,16
11001,20705,313,381,385,325,313,9999999
11001,20404,299,379,387,329,299,9999999
10509,11002,15,264,358,188,188,15
10509,11000,15,367,361,341,337,15
10509,11001,15,338,368,342,340,15
10509,10509,0,0,376,0,0,0
10509,2,331,381,393,335,331,9999999
10509,10100,6,351,359,233,235,6
10509,21006,328,384,398,328,328,9999999
10509,20806,346,376,388,346,348,9999999
10509,20501,325,385,391,329,325,9999999
10509,20908,326,374,396,326,326,9999999
10509,10304,8,360,362,250,250,8
10509,10707,12,327,367,317,313,12
10509,20608,328,378,394,328,330,9999999
10509,10300,8,352,366,174,174,8
10509,20506,330,378,386,330,332,9999999
10509,10209,7,327,381,329,327,7
10509,10104,6,358,336,246,246,6
10509,20707,339,379,395,345,339,9999999
10509,10108,6,370,356,258,258,6
10509,20700,327,387,387,327,329,9999999
10509,20600,327,375,395,331,327,9999999
10509,21000,338,380,388,348,338,9999999
10509,20709,339,369,383,339,343,9999999
10509,20505,329,377,387,333,329,9999999
10509,20108,332,378,394,336,332,9999999
10509,10601,11,359,373,85,81,11
10509,10404,9,337,373,323,327,9
10509,20303,333,375,399,339,333,9999999
10509,20502,341,383,393,341,341,9999999
10509,20702,344,386,382,346,344,9999999
10509,20107,332,380,396,336,332,9999999
10509,20602,334,378,388,340,334,9999999
10509,20807,334,382,396,334,334,9999999
10509,20203,325,375,389,327,325,9999999
10509,20900,335,385,391,339,335,9999999
10509,1,5,361,357,243,243,5
10509,20607,328,384,390,328,330,9999999
10509,20500,335,375,381,335,337,9999999
10509,10607,11,351,365,321,321,11
10509,10809,13,352,328,156,156,13
10509,10508,10,349,313,323,323,10
10509,20100,332,382,394,336,332,9999999
10509,21005,352,384,386,352,352,9999999
10509,10803,13,336,384,264,272,13
10509,10101,6,318,344,130,130,6
10509,20903,333,389,395,341,333,9999999
10509,20804,329,385,393,333,329,9999999
10509,20302,334,382,390,334,334,9999999
10509,10200,7,315,381,245,245,7
10509,10706,12,338,332,202,202,12
10509,20809,340,392,396,342,340,9999999
10509,20706,335,389,395,337,335,9999999
10509,10701,12,312,358,340,340,12
10509,10306,8,363,357,147,147,8
10509,10102,6,336,340,144,144,6
10509,10205,7,315,381,241,241,7
10509,20508,329,377,395,337,329,9999999
10509,21001,328,386,392,328,334,9999999
10509,10808,13,321,371,259,259,13
10509,20909,350,384,384,350,350,9999999
10509,20603,315,383,381,327,315,9999999
10509,20301,332,378,396,338,332,9999999
10509,20907,332,382,398,336,332,9999999
10509,10602,11,319,369,249,251,11
10509,20300,317,377,397,317,329,9999999
10509,11009,15,273,385,315,315,15
10509,10608,11,317,361,249,249,11
10509,10609,11,334,344,330,334,11
10509,10401,9,353,347,323,323,9
10509,10500,10,353,355,337,345,10
10509,10208,7,301,359,239,239,7
10509,11007,15,365,373,251,251,15
10509,10303,8,376,350,248,248,8
10509,20805,362,378,384,364,362,9999999
10509,10606,11,338,356,254,252,11
10509,10501,10,352,366,328,328,10
10509,10903,14,348,336,326,150,14
10509,10405,9,348,362,344,346,9
10509,20906,344,386,388,344,344,9999999
10509,11003,15,345,381,341,341,15
10509,20403,352,372,388,352,352,9999999
10509,20509,322,378,392,326,322,9999999
10509,21007,333,391,379,339,333,9999999
10509,10805,13,374,368,248,248,13
10509,20503,330,386,398,338,330,9999999
10509,11005,15,316,360,330,326,15
10509,10907,14,364,370,284,284,14
10509,20308,327,389,391,331,327,9999999
10509,10800,13,328,360,346,346,13
10509,20409,333,377,389,333,333,9999999
10509,10502,10,300,368,204,204,10
10509,20407,340,382,396,344,340,9999999
10509,20106,331,379,395,335,331,9999999
10509,10406,9,337,365,255,249,9
10509,10705,12,371,359,275,275,12
10509,11008,15,351,359,341,347,15
10509,20609,327,373,395,327,331,9999999
10509,20207,333,375,387,335,333,9999999
10509,10503,10,373,361,101,105,10
10509,20401,329,383,393,331,329,9999999
10509,20901,339,381,389,341,339,9999999
10509,10308,8,329,381,241,241,8
10509,20103,327,385,389,333,327,9999999
10509,10506,10,323,389,315,323,10
10509,10806,13,335,371,319,331,13
10509,10403,9,344,318,214,212,9
10509,20402,346,376,388,346,346,9999999
10509,10703,12,375,361,245,245,12
10509,10908,14,329,379,323,325,14
10509,10204,7,326,370,320,322,7
10509,20504,334,384,374,336,334,9999999
10509,20803,345,371,387,355,345,9999999
10509,10704,12,320,374,334,338,12
10509,20801,347,379,385,367,347,9999999
10509,21008,336,378,402,340,336,9999999
10509,10307,8,314,352,310,314,8
10509,20605,324,380,388,334,324,9999999
10509,21003,326,378,394,326,326,9999999
10509,20102,327,375,397,335,327,9999999
10509,10109,6,355,353,251,253,6
10509,10301,8,320,322,94,94,8
10509,10804,13,316,362,256,256,13
10509,10402,9,323,375,255,251,9
10509,10106,6,351,359,237,239,6
10509,20802,338,374,398,338,338,9999999
10509,20209,329,387,397,331,329,9999999
10509,20708,334,384,386,340,334,9999999
